,State,Action,Reward,Error,Time,Max V,Mean V,State,Action,Reward,Error,Time,Max V,Mean V
,value_iter,value_iter,value_iter,value_iter,value_iter,value_iter,value_iter,policy_iter,policy_iter,policy_iter,policy_iter,policy_iter,policy_iter,policy_iter
Iteration,,,,,,,,,,,,,,
1,,,100.0,100.0,0.0008709430694580078,100.0,1.098,,,50274.61476690069,49674.637114803496,0.5040569305419922,50274.61476690069,549.751811467387
2,,,199.8001,99.80009999999999,0.0025489330291748047,199.8001,1.297598201,,,50274.61476690069,49574.837014803496,0.9658308029174805,50274.61476690069,599.4264485594122
3,,,299.40169660309897,99.60059960009998,0.0039899349212646484,299.40169660309897,2.5884189748162956,,,50274.61476690069,49475.23641520339,1.4461607933044434,50274.61476690069,649.0012855514371
4,,,398.80419061059433,99.40149800149938,0.005631923675537109,398.80419061059433,2.9860189818023075,,,50274.61476690069,49375.83491720189,1.9049761295318604,50274.61476690069,698.4765219438623
5,,,498.0089730485438,99.20279440699443,0.006778717041015625,498.0089730485438,4.468100755201844,,,50274.61476690069,49276.632122794894,2.3641247749328613,50274.61476690069,747.8523568382857
6,,,597.0154471124426,99.00448802097482,0.007982015609741211,597.0154471124426,5.062115737191916,,,50274.61476690069,49177.62763477394,2.852091073989868,50274.61476690069,797.1289889383022
7,,,695.82499827358,98.80657804942096,0.009319782257080078,695.82499827358,6.733908115564536,,,50274.61476690069,49078.82105672451,3.3182168006896973,50274.61476690069,846.3066165502978
8,,,794.4370321120849,98.60906369990022,0.010513782501220703,794.4370321120849,7.522760754684944,,,50274.61476690069,48980.211993024604,3.7845089435577393,50274.61476690069,895.3854375842438
9,,,892.8529285666615,98.41194418156421,0.011166810989379883,892.8529285666615,9.382722673008471,,,50274.61476690069,48881.80004884304,4.251024007797241,50274.61476690069,944.36564955449
10,,,991.0720955925461,98.21521870514523,0.011806964874267578,991.0720955925461,10.36484511382411,,,50274.61476690069,48783.58483013789,4.721063852310181,50274.61476690069,993.2474495805545
11,,,1089.0959076179531,98.01888648295368,0.01230311393737793,1089.0959076179531,12.411444786879441,,,50274.61476690069,48685.56594365494,5.185072898864746,50274.61476690069,1042.0310343879141
12,,,1186.9237749637382,97.82294672887423,0.012727022171020508,1186.9237749637382,13.5852785859772,,,50274.61476690069,48587.74299692605,5.649440050125122,50274.61476690069,1090.7166003087907
13,,,1284.5570665696332,97.62739865836325,0.013077020645141602,1284.5570665696332,15.816993458812268,,,50274.61476690069,48490.1155982677,6.114651918411255,50274.61476690069,1139.3043432829384
14,,,1381.9951951126627,97.43224148844521,0.013431072235107422,1381.9951951126627,17.18098953463615,,,50274.61476690069,48392.683356779264,6.591031074523926,50274.61476690069,1187.7944588584276
15,,,1479.2395240659946,97.23747443770984,0.013765096664428711,1479.2395240659946,19.59630623327752,,,50274.61476690069,48295.44588234157,7.066950798034668,50274.61476690069,1236.1871421924284
16,,,1576.2894684534099,97.0430967263089,0.014089822769165039,1576.2894684534099,21.14892481621438,,,50274.61476690069,48198.40278561525,7.5478949546813965,50274.61476690069,1284.4825880519916
17,,,1673.1463863033443,96.84910757595301,0.014429807662963867,1673.1463863033443,23.74633909862527,,,50274.61476690069,48101.5536780393,8.02373194694519,50274.61476690069,1332.6809908148284
18,,,1769.8096949769608,96.65550620990868,0.014757871627807617,1769.8096949769608,25.486049681339832,,,50274.61476690069,48004.898171829365,8.490034818649292,50274.61476690069,1380.782544470089
19,,,1866.280747079707,96.46229185299504,0.01508188247680664,1866.280747079707,28.264066388623515,,,50274.61476690069,47908.43587997637,8.955096960067749,50274.61476690069,1428.7874426191402
20,,,1962.5589623007893,96.26946373158101,0.015546083450317383,1962.5589623007893,30.1893476766416,,,50274.61476690069,47812.16641624479,9.433836936950684,50274.61476690069,1476.695878476338
21,,,2058.645687844325,96.07702107358159,0.016145944595336914,2058.645687844325,33.14648068448876,,,50274.61476690069,47716.08939517123,9.89191198348999,50274.61476690069,1524.5080448698043
22,,,2154.5403457182647,95.88496310845555,0.016618013381958008,2154.5403457182647,35.2558205470275,,,50274.61476690069,47620.204432062754,10.356122970581055,50274.61476690069,1572.2241342421971
23,,,2250.244277746967,95.69328906720166,0.01707601547241211,2250.244277746967,38.39059271740661,,,50274.61476690069,47524.51114299555,10.819451808929443,50274.61476690069,1619.8443386514816
24,,,2345.7569082478626,95.50199818235643,0.017435789108276367,2345.7569082478626,40.68248813845042,,,50274.61476690069,47429.0091448132,11.298897981643677,50274.61476690069,1667.3688497716985
25,,,2441.0795736870346,95.31108968798979,0.017910003662109375,2441.0795736870346,43.993431271539905,,,50274.61476690069,47333.69805512522,11.774341106414795,50274.61476690069,1714.7978588937335
26,,,2536.211700682169,95.12056281970354,0.01827716827392578,2536.211700682169,46.46638830116106,,,50274.61476690069,47238.57749230549,12.232688903808594,50274.61476690069,1762.1315569260805
27,,,2631.1546203624744,94.9304168146272,0.01863694190979004,2631.1546203624744,49.95204308752196,,,50274.61476690069,47143.64707549085,12.685347080230713,50274.61476690069,1809.3701343956072
28,,,2725.9077616367013,94.74065091141458,0.018993854522705078,2725.9077616367013,52.60457679344466,,,50274.61476690069,47048.90642457948,13.155103921890259,50274.61476690069,1856.51378144832
29,,,2820.472450318496,94.55126435024269,0.01931285858154297,2820.472450318496,56.263492766432805,,,50274.61476690069,46954.35516022922,13.621762990951538,50274.61476690069,1903.562687850121
30,,,2914.8481175985235,94.36225637280663,0.019678831100463867,2914.8481175985235,59.09412718583945,,,50274.61476690069,46859.99290385642,14.106268882751465,50274.61476690069,1950.517042987572
