,"('vi', 100)","('pi', 100)","('vi', 200)","('pi', 200)","('vi', 300)","('pi', 300)","('vi', 400)","('pi', 400)","('vi', 500)","('pi', 500)","('vi', 600)","('pi', 600)","('vi', 700)","('pi', 700)","('vi', 800)","('pi', 800)","('vi', 900)","('pi', 900)","('vi', 1000)","('pi', 1000)"
381,,,,,,,7397.711178051027,7468.823749274415,2474.3982409951946,2474.399082354168,822.474243687474,822.4750850464459,275.3847879689072,275.3856293278784,94.19795791725645,94.19879927622787,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
382,,,,,,,7480.583900868055,7551.6964720914475,2501.8442935337953,2501.8451348927674,831.5639148645006,831.5647562234745,278.3951342469476,278.3959756059192,95.1949339945225,95.19577535349376,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
383,,,,,,,7564.377515510008,7635.490086733393,2529.5953299627504,2529.596171321723,840.7545915786163,840.7554329375869,281.43893186076343,281.43977321973483,96.20298859181266,96.20382995078374,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
384,,,,,,,7649.102255039384,7720.214826262771,2557.654739300329,2557.655580659303,850.0473962156922,850.0482375746642,284.5165525256874,284.51739388465813,97.22224481499583,97.22308617396692,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
385,,,,,,,7734.768466229739,7805.881037453126,2586.0259482239753,2586.0267895829525,859.4434636336943,859.4443049926648,287.628372087596,287.6292134465659,98.25282713790759,98.25366849687867,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
386,,,,,,,7821.386610829243,7892.499182052632,2614.7124214888026,2614.7132628477816,868.9439413012607,868.9447826602319,290.7747705688132,290.7756119277845,99.2948614175525,99.29570277652383,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
387,,,,,,,7908.967266838291,7980.079838061677,2643.7176623507085,2643.7185037096824,878.5499894378487,878.550830796819,293.9561322145164,293.9569735734885,100.34847490947386,100.34931626844502,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
388,,,,,,,7997.5211298013,8068.633701024691,2673.0452129941764,2673.0460543531512,888.2627811554133,888.2636225143848,297.17284553966397,297.1736868986356,101.41379628329364,101.41463764226472,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
389,,,,,,,8087.059014112891,8158.171585336283,2702.6986549649096,2702.6994963238785,898.0835026016725,898.0843439606422,300.4253033764375,300.4261447354089,102.49095563842585,102.49179699739707,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
390,,,,,,,8177.591854338568,8248.704425561955,2732.681609607156,2732.682450966131,908.0133531049617,908.0141944639339,303.71390292221867,303.7147442811893,103.58008451996635,103.58092587893766,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
391,,,,,,,8269.130706550042,8340.243277773436,2762.997738506002,2762.9985798649773,918.0535453207025,918.054386679674,307.0390457880966,307.03988714706713,104.68131593475572,104.68215729372685,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
392,,,,,,,8361.686749675471,8432.799320898863,2793.6507439345096,2793.6515852934813,928.2053053794883,928.2061467384594,310.4011380479084,310.4019794068797,105.79478436762204,105.79562572659333,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
393,,,,,,,8455.271286864603,8526.383858087996,2824.6443693058495,2824.6452106648194,938.4698730368289,938.4707143958024,313.8005902878383,313.80143164680993,106.92062579780608,106.92146715677742,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
394,,,,,,,8549.895746869188,8621.008318092583,2855.9823996304526,2855.9832409894266,948.8485018245458,948.8493431835188,317.23781765655,317.23865901552057,108.05897771556656,108.05981907453736,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
395,,,,,,,8645.57168543865,8716.684256662047,2887.668661978262,2887.6695033372366,959.3424592038649,959.3433005628362,320.7132399158916,320.71408127486245,109.2099791389698,109.21082049794094,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
396,,,,,,,8742.310786731321,8813.423357954716,2919.7070259460693,2919.7078673050496,969.9530267201837,969.9538680791576,324.2272814921569,324.2281228511281,110.37377063086923,110.37461198984055,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
397,,,,,,,8840.124864741321,8911.237435964716,2952.1014041301296,2952.102245489107,980.6815001596048,980.6823415185778,327.7803715279147,327.7812128868859,111.55049431606936,111.55133567504015,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
398,,,,,,,8939.025864741321,9010.138435964716,2984.855752603913,2984.8565939628843,991.5291897071527,991.530031066125,331.3729439344203,331.3737852933924,112.74029389868186,112.74113525765337,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
399,,,,,,,9039.025864741321,9110.138435964716,3017.9740714012814,3017.974912760254,1002.4974201067926,1002.4982614657648,335.0054374446028,335.0062788035734,113.94331467967764,113.94415603864896,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
400,,,,,,,,,3051.460405004951,3051.4612463639273,1013.5875308232066,1013.5883721821796,338.6782956666457,338.67913702561657,115.15970357462888,115.16054493359995,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
401,,,,,,,,,3085.318842840435,3085.3196841994086,1024.8008762053696,1024.8017175643406,342.3919671381597,342.3928084971304,116.38960913165198,116.39045049062331,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
402,,,,,,,,,3119.5535197754325,3119.554361134406,1036.13882565195,1036.1396670109218,346.1469053809623,346.14774673993423,117.6331815495476,117.63402290851897,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
403,,,,,,,,,3154.1686166248023,3154.1694579837836,1047.602763778544,1047.6036051375152,349.94356895646,349.94441031543187,118.89057269614477,118.89141405511593,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
404,,,,,,,,,3189.1683606611405,3189.169202020105,1059.194090586758,1059.1949319457303,353.7824215216494,353.78326288062135,120.16193612684462,120.16277748581578,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
405,,,,,,,,,3224.557026130979,3224.557867489956,1070.9142216351931,1070.9150629941657,357.6639318857407,357.6647732447101,121.44742710337702,121.44826846234821,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
406,,,,,,,,,3260.338934776846,3260.3397761358206,1082.7645882123159,1082.7654295712862,361.5885740674066,361.58941542637916,122.7472026127571,122.74804397172869,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
407,,,,,,,,,3296.518456364964,3296.5192977239417,1094.74663751123,1094.747478870201,365.5568273526785,365.55766871165025,124.06142138646081,124.06226274543195,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
408,,,,,,,,,3333.1000092189456,3333.10085057792,1106.861832806436,1106.8626741654084,369.569176353469,369.57001771244103,125.39024391980584,125.39108527877691,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
409,,,,,,,,,3370.0880607593585,3370.0889021183307,1119.1116536325274,1119.1124949914965,373.62611106675945,373.6269524257305,126.73383249155395,126.73467385052517,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
410,,,,,,,,,3407.4871280492875,3407.4879694082597,1131.4975959648461,1131.498437323817,377.7281269344356,377.72896829340624,128.09235118372916,128.09319254270065,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
411,,,,,,,,,3445.301778345976,3445.3026197049508,1144.02117240221,1144.0220137611846,381.8757249037938,381.8765662627651,129.46596590165456,129.46680726062579,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
412,,,,,,,,,3483.5366296585867,3483.537471017564,1156.6839123516222,1156.6847537105937,386.06941148872147,386.07025284769276,130.85484439421333,130.85568575318413,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
413,,,,,,,,,3522.196351312173,3522.1971926711503,1169.4873622150324,1169.4882035740006,390.30969883154654,390.31054019051766,132.2591562743344,132.25999763330563,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
414,,,,,,,,,3561.2856645178977,3561.286505876869,1182.4330855782043,1182.4339269371733,394.59710476558683,394.5979461245582,133.67907303970722,133.67991439867782,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
415,,,,,,,,,3600.8093429495752,3600.8101843085506,1195.522663401652,1195.5235047606234,398.9321528783863,398.9329942373576,135.11476809372343,135.1156094526944,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
416,,,,,,,,,3640.772213326699,3640.773054685677,1208.7576942137264,1208.7585355726983,403.31537257565896,403.316213934631,136.56641676665473,136.56725812562578,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
417,,,,,,,,,3681.179156003855,3681.1799973628217,1222.1397943058143,1222.1406356647833,407.74729914593973,407.7481405049104,138.03419633706557,138.0350376960365,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
418,,,,,,,,,3722.035105566698,3722.0359469256673,1235.6705979297305,1235.6714392886986,412.22847382595245,412.22931518492334,139.51828605345926,139.51912741243046,50.226472941924186,50.22649199667998,50.226472941924186,50.22649199667998
