,Mean Reward,Mean dQ,Max V,Mean V,Optimal policy reward
10000,1.018,0.003097841333493947,10.0,1.0081398017037133,1.0063
50000,1.709,0.01746544996246949,88.30470455545664,1.1240249420087112,1.2178
100000,1.309,0.005427390627999982,164.53540968089467,1.561557466838471,1.7326
500000,1.008,0.030369193484748855,1406.3673017666365,11.530651750596483,2.9897
1000000,0.997,0.11602459979009279,1562.933572154539,11.620103981260725,2.4549
