,constant_1,constant_0.5,constant_0.1,constant_0.01,linear,geom,exp_decay
27,0.0003437923899602095,0.0015533387847345725,0.0,0.0,0.00034044714098392166,0.0022714647230121297,0.0005325052903548946
28,0.0024130536536634208,0.12875882396418087,0.1374869248096936,0.0,0.0037886387113449404,0.02479623961067264,0.05305832347803146
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.07776203542015139,0.5184560498360575,0.5744286149569106,0.0,0.09059077604280796,0.2623736682807368,0.4063683307050973
31,0.33838007756001914,0.6549593631074445,0.6724047328181242,7.743467064806292e-06,0.3263608592687041,0.5430805449891511,0.5653058795514704
32,0.05019751081580239,0.19684442631524401,0.1552110354087525,5.809360214855506e-07,0.03866750160012588,0.09227445964878182,0.11963338512100581
33,0.012310895259911614,0.12248889580051431,0.09710303904629686,0.0,0.01287441136941232,0.04124382347222881,0.08194589490884202
34,0.0003437923899602095,0.0,0.0,0.0,0.00010129325129838544,0.0,0.0015802864323518954
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0019037303231521081,0.0940040555893407,0.1394116325739445,0.0,0.00237070318721143,0.007533762636130316,0.034183035457849266
37,0.01159690867350796,0.1664342156148848,0.21879801886240055,0.0,0.011475485579589608,0.0394854961335726,0.1108128185355225
38,0.10424701976709479,0.4555112217641619,0.49533202884316896,0.0,0.08279087103329939,0.212366621454308,0.3631466752341918
39,0.3881633039444879,0.7363329191008077,0.7553052234509651,3.626240097265562e-06,0.35984626898400224,0.6108681728009818,0.63296349189586
40,0.007182562534244772,0.09363093707174838,0.09391155792908236,4.3753702070239326e-07,0.0064901437526890425,0.03227631296177962,0.04564516448816327
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0005728658947064736,0.038076757781376556,0.0720483244516591,0.0,0.0007432770636883054,0.0022078141428240796,0.016277784842540305
45,0.0030127664769531216,0.05955151277214149,0.09449043308822822,0.0,0.002855189115928616,0.010985307740911677,0.03951091361321984
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.45069381222493365,0.8453100650586699,0.8690984019451743,0.0,0.4253392650175018,0.6978154184534875,0.7388826730722196
48,0.0013079092311558882,0.04195564675095422,0.06132367249150357,3.3039400645264854e-07,0.0007853731725444286,0.005765263329429655,0.026272219007659192
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1.0323370410095357e-09,0.0,0.0,0.0,7.638238786504847e-08,0.0,0.0
51,1.0263442689493728e-07,0.0,0.0,0.0,1.5048094233293199e-09,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.005463272144174144,0.005203128194959335,0.0,0.0,2.82663722476933e-05,0.004920939025538425,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1.0,1.0,1.0,0.0,1.0,0.9965922720731211,1.0
56,0.001176106477221733,0.040656256181496334,0.059689896593895134,2.8354963601594526e-07,0.0007498944407759292,0.005523197933935151,0.023729765394214845
57,6.078940615536074e-05,0.013493947136130672,0.03286783516605247,0.0,7.097552496724877e-05,0.000968450110170046,0.007533330848331019
58,4.560979121042361e-06,0.0031149304619335614,0.011082263487767748,1.5978735894875023e-15,5.087327242021187e-06,0.00010374344615039268,0.0012728371448075578
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.016367407389858146,0.005100378962665063,0.0,0.0,0.0,0.0050056242857017385,0.0
61,0.5530793194010922,0.525568504541347,0.5042586749251879,0.46440587147207424,0.5784953374747831,0.5056186147173474,0.4767225355047731
62,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
