,Reward,Error,Time,Max V,Mean V,Alpha,Epsilon
218,-0.1,0.0,1.206103801727295,1.0,0.03733881805802296,0.01,0.8040377382995522
219,0.0,0.0,1.2236590385437012,1.0,0.03733881805802296,0.01,0.8032337005612527
220,-0.1,0.0019900000000000057,1.224057912826538,1.0,0.03733881805802296,0.01,0.8024304668606914
221,0.0,0.0,1.2375288009643555,1.0,0.03733881805802296,0.01,0.8016280363938307
222,0.0,0.0,1.2528929710388184,1.0,0.03733881805802296,0.01,0.8008264083574369
223,0.0,0.0,1.2529489994049072,1.0,0.03733881805802296,0.01,0.8000255819490795
224,-0.1,0.0010000000000000009,1.2531168460845947,1.0,0.03733881805802296,0.01,0.7992255563671304
225,-0.1,0.1,1.2531640529632568,1.0,0.03733881805802296,0.01,0.7984263308107633
226,0.0,0.0,1.2532119750976562,1.0,0.03733881805802296,0.01,0.7976279044799526
227,0.0,0.0,1.2645068168640137,1.0,0.03733881805802296,0.01,0.7968302765754727
228,-0.1,0.0,1.2645487785339355,1.0,0.03733881805802296,0.01,0.7960334462988972
229,0.0,0.0,1.2715070247650146,1.0,0.03733881805802296,0.01,0.7952374128525983
230,0.0,0.0,1.2715520858764648,1.0,0.03733881805802296,0.01,0.7944421754397457
231,0.0,0.0,1.291900873184204,1.0,0.03733881805802296,0.01,0.7936477332643059
232,0.0,0.0,1.2919518947601318,1.0,0.03733881805802296,0.01,0.7928540855310416
233,1.0,1.0,1.292008876800537,1.0,0.03733881805802296,0.01,0.7920612314455105
234,0.0,0.0,1.302643060684204,1.0,0.03733881805802296,0.01,0.7912691702140651
235,0.0,0.0,1.311767816543579,1.0,0.03733881805802296,0.01,0.790477901043851
236,0.0,0.0,1.3222317695617676,1.0,0.03733881805802296,0.01,0.7896874231428072
237,-0.1,0.1,1.322282075881958,1.0,0.03733881805802296,0.01,0.7888977357196644
238,0.0,0.0,1.330306053161621,1.0,0.03733881805802296,0.01,0.7881088379839447
239,-0.1,0.0,1.3306009769439697,1.0,0.03733881805802296,0.01,0.7873207291459607
240,1.0,0.010098999999999969,1.3306550979614258,1.0,0.037496614933022955,0.01,0.7865334084168147
241,0.0,0.0,1.3424677848815918,1.0,0.037496614933022955,0.01,0.7857468750083979
242,0.0,0.0,1.3531558513641357,1.0,0.037496614933022955,0.01,0.7849611281333895
243,0.0,0.0,1.3652379512786865,1.0,0.037496614933022955,0.01,0.784176167005256
244,-0.1,0.101,1.3652937412261963,1.0,0.037496614933022955,0.01,0.7833919908382508
245,-0.1,0.0020000000000000018,1.3654029369354248,1.0,0.037496614933022955,0.01,0.7826085988474126
246,0.0,0.0,1.391840934753418,1.0,0.037496614933022955,0.01,0.7818259902485653
247,-0.1,0.10099000000000001,1.3919360637664795,1.0,0.037496614933022955,0.01,0.7810441642583167
248,0.0,0.0,1.3985819816589355,1.0,0.037496614933022955,0.01,0.7802631200940584
249,0.0,0.0,1.3986330032348633,1.0,0.037496614933022955,0.01,0.7794828569739644
250,0.0,0.0,1.3986890316009521,1.0,0.037496614933022955,0.01,0.7787033741169904
251,-0.1,0.0010000000000000009,1.3987300395965576,1.0,0.037496614933022955,0.01,0.7779246707428734
252,0.0,0.0,1.4078888893127441,1.0,0.037496614933022955,0.01,0.7771467460721305
253,0.0,0.0,1.4218649864196777,1.0,0.037496614933022955,0.01,0.7763695993260584
254,0.0,0.07121326228017627,1.4492077827453613,1.0,0.03787239069820676,0.01,0.7755932297267324
255,-0.1,0.0,1.4493048191070557,1.0,0.03787239069820676,0.01,0.7748176364970056
256,-0.1,0.0,1.449526071548462,1.0,0.03787239069820676,0.01,0.7740428188605086
257,-0.1,0.1,1.4495768547058105,1.0,0.03630989069820676,0.01,0.7732687760416481
258,-0.1,0.1,1.4496219158172607,1.0,0.03630989069820676,0.01,0.7724955072656065
259,0.0,0.0,1.460303783416748,1.0,0.03630989069820676,0.01,0.7717230117583408
260,0.0,0.0,1.4676039218902588,1.0,0.03630989069820676,0.01,0.7709512887465825
261,0.0,0.0,1.4819650650024414,1.0,0.03630989069820676,0.01,0.7701803374578359
262,-0.1,0.002187000251083286,1.4821248054504395,1.0,0.036309053290014826,0.01,0.7694101571203781
263,-0.1,0.1000000005451331,1.482388973236084,1.0,0.03630905329531844,0.01,0.7686407469632577
264,0.0,0.0,1.4922618865966797,1.0,0.03630905329531844,0.01,0.7678721062162944
265,0.0,0.0,1.5039260387420654,1.0,0.03630905329531844,0.01,0.7671042341100781
266,-0.1,0.0,1.5039758682250977,1.0,0.03630905329531844,0.01,0.766337129875968
267,-0.1,0.1,1.5040457248687744,1.0,0.03630905329531844,0.01,0.7655707927460921
268,0.0,0.0,1.5177218914031982,1.0,0.03630905329531844,0.01,0.764805221953346
269,0.0,0.005805662718171521,1.534195899963379,1.0,0.036343566453199375,0.01,0.7640404167313927
270,0.0,0.0,1.5425879955291748,1.0,0.036343566453199375,0.01,0.7632763763146613
271,1.0,0.9803989801,1.5426418781280518,1.0,0.036343566453199375,0.01,0.7625130999383466
272,0.0,0.0,1.5509059429168701,1.0,0.036343566453199375,0.01,0.7617505868384082
273,-0.1,0.0010000000000000009,1.5510411262512207,1.0,0.036343566453199375,0.01,0.7609888362515699
274,0.0,0.0811762377216261,1.5661649703979492,1.0,0.036343566453199375,0.01,0.7602278474153183
275,0.0,0.0,1.5752997398376465,1.0,0.036343566453199375,0.01,0.759467619567903
276,0.0,0.0,1.5753538608551025,1.0,0.036343566453199375,0.01,0.7587081519483351
277,-0.1,0.00099,1.5754470825195312,1.0,0.03632809770319938,0.01,0.7579494437963867
278,0.0,0.0,1.5754907131195068,1.0,0.03632809770319938,0.01,0.7571914943525904
279,-0.1,0.1,1.5755579471588135,1.0,0.03632809770319938,0.01,0.7564343028582378
280,0.0,0.0,1.5864558219909668,1.0,0.03632809770319938,0.01,0.7556778685553796
281,-0.1,0.1,1.5865228176116943,1.0,0.03632809770319938,0.01,0.7549221906868242
282,0.0,0.0,1.5943491458892822,1.0,0.03632809770319938,0.01,0.7541672684961374
283,0.0,0.0,1.6045520305633545,1.0,0.03632809770319938,0.01,0.7534131012276413
284,-0.1,1.1051038628260235,1.6046600341796875,1.0,0.036326535203199374,0.01,0.7526596881264136
285,0.0,0.0,1.6047067642211914,1.0,0.036326535203199374,0.01,0.7519070284382872
286,-0.1,0.0,1.604748010635376,1.0,0.036326535203199374,0.01,0.7511551214098489
287,-0.1,0.10396010000000001,1.6049699783325195,1.0,0.036326535203199374,0.01,0.750403966288439
288,0.0,0.0,1.60502290725708,1.0,0.036326535203199374,0.01,0.7496535623221505
289,-0.1,0.1,1.605177879333496,1.0,0.036326535203199374,0.01,0.7489039087598284
