,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__activation,param_model__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
9,0.12341547012329102,0.020130281656075995,0.00176239013671875,7.376374413605316e-05,relu,"(22, 22)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (22, 22)}",0.5428790199081164,0.5819295558958653,0.5444104134762634,0.5564063297600818,0.01805847161950867,2,0.5754211332312404,0.571592649310873,0.5803981623277182,0.5758039816232773,0.0036050145206292686
0,0.06324609120686848,0.008738081576206673,0.001348257064819336,4.6793657584451536e-05,tanh,"(11,)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (11,)}",0.5436447166921899,0.5344563552833078,0.5091883614088821,0.5290964777947933,0.014568374877825762,10,0.5394333843797856,0.5390505359877489,0.5333078101071975,0.537263910158244,0.002801748136817293
1,0.1009527047475179,0.020501188762530948,0.0017473697662353516,4.616709687217572e-05,tanh,"(22,)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (22,)}",0.5551301684532925,0.5421133231240429,0.5520673813169985,0.549770290964778,0.00555679965724279,7,0.557427258805513,0.5470903522205207,0.5719754977029097,0.5588310362429811,0.01020769512803533
2,0.1594239870707194,0.03416185292601578,0.0019427935282389324,2.8207603823647884e-05,tanh,"(33,)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (33,)}",0.5620214395099541,0.5490045941807045,0.5520673813169985,0.554364471669219,0.00555679965724279,5,0.5819295558958653,0.5738897396630934,0.6121745788667687,0.5893312914752425,0.01648274846423946
3,0.17275555928548178,0.04051776187629263,0.001981019973754883,4.7782557088996554e-05,tanh,"(22, 11)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (22, 11)}",0.5727411944869831,0.5612557427258805,0.5428790199081164,0.5589586523736599,0.01229891148867458,2,0.5796324655436447,0.5895865237366003,0.585375191424196,0.5848647269014803,0.004079726228470082
4,0.16909297307332358,0.05414222746524994,0.002239704132080078,4.4055641967811596e-05,tanh,"(22, 22)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (22, 22)}",0.5581929555895865,0.5497702909647779,0.5405819295558959,0.54951505870342,0.007191936091682138,8,0.5673813169984686,0.6186830015313936,0.5765696784073507,0.5875446656457376,0.02233537504559384
5,0.12434649467468262,0.039513085218319914,0.0013283093770345051,4.128812017873805e-05,relu,"(11,)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (11,)}",0.5597243491577335,0.5367534456355283,0.5329249617151608,0.5431342521694742,0.011834633097876081,9,0.5735068912710567,0.5627871362940275,0.5673813169984686,0.5678917815211842,0.0043911818616858955
6,0.14509002367655435,0.044334577793703096,0.0015776952107747395,6.115559196027322e-05,relu,"(22,)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (22,)}",0.5581929555895865,0.5604900459418071,0.5482388973966309,0.5556406329760081,0.00531716862072479,3,0.5861408882082695,0.5723583460949464,0.5781010719754976,0.5788667687595712,0.005652688767317519
7,0.17175904909769693,0.05313241541262871,0.0016779899597167969,5.043816276698801e-05,relu,"(33,)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (33,)}",0.5643185298621746,0.5620214395099541,0.5375191424196019,0.5546197039305768,0.012128233150093634,4,0.6094946401225115,0.5685298621745789,0.5999234303215927,0.5926493108728943,0.01749691150644031
8,0.12297670046488444,0.030965821316231174,0.0016263326009114583,7.611649792154033e-05,relu,"(22, 11)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (22, 11)}",0.5826952526799387,0.5551301684532925,0.5490045941807045,0.5622766717713119,0.014653088406745578,1,0.5784839203675345,0.5647013782542113,0.5681470137825421,0.5704441041347627,0.005856454265229112
9,0.18671663602193198,0.07169670373835169,0.001737038294474284,9.170623941662846e-05,relu,"(22, 22)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (22, 22)}",0.5566615620214395,0.5459418070444104,0.5490045941807045,0.5505359877488515,0.0045083005953689605,6,0.6255742725880551,0.5643185298621746,0.611791730474732,0.6005615109749872,0.026238075091161602
0,0.12186996142069499,0.056219481666413856,0.0012767314910888672,5.8794556579466014e-05,tanh,"(11,)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (11,)}",0.5398162327718223,0.5658499234303216,0.5260336906584993,0.5438999489535478,0.016509404419393796,6,0.5428790199081164,0.5555130168453293,0.5911179173047473,0.5631699846860644,0.020424163351223778
1,0.10974375406901042,0.024128275099570818,0.0017852783203125,0.00010364455366824805,tanh,"(22,)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (22,)}",0.5505359877488515,0.5566615620214395,0.5199081163859112,0.5423685553854006,0.0160776066850675,7,0.5532159264931087,0.5650842266462481,0.5895865237366003,0.5692955589586524,0.01514390033085255
2,0.1821743647257487,0.0373371815661479,0.001968940099080404,3.970669587606389e-05,tanh,"(33,)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (33,)}",0.5658499234303216,0.5459418070444104,0.5436447166921899,0.5518121490556407,0.00997040581144695,2,0.5980091883614089,0.5846094946401225,0.6301684532924962,0.6042623787646759,0.019117731229355398
3,0.12383159001668294,0.037161849901315616,0.0019853909810384116,6.648996010480655e-05,tanh,"(22, 11)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (22, 11)}",0.5597243491577335,0.5681470137825421,0.5091883614088821,0.5456865747830525,0.026036192815327354,5,0.5846094946401225,0.5601071975497703,0.5409647779479326,0.5618938233792751,0.017862611747751573
4,0.12625900904337564,0.03621625960870825,0.0021616617838541665,8.268745275840823e-05,tanh,"(22, 22)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (22, 22)}",0.5551301684532925,0.5459418070444104,0.5091883614088821,0.5367534456355284,0.019849129244740762,9,0.5899693721286371,0.5647013782542113,0.5417304747320061,0.5654670750382849,0.019700888714040778
5,0.1187295913696289,0.0252616897748772,0.001312255859375,6.30733185458995e-05,relu,"(11,)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (11,)}",0.5520673813169985,0.5627871362940275,0.5313935681470138,0.5487493619193465,0.013029350707606144,3,0.5551301684532925,0.5681470137825421,0.5685298621745789,0.5639356814701378,0.006228399357790902
6,0.08859944343566895,0.01102624008570934,0.0014828840891520183,2.8265313303645293e-05,relu,"(22,)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (22,)}",0.5612557427258805,0.554364471669219,0.5061255742725881,0.5405819295558959,0.024526213442644645,8,0.5719754977029097,0.5601071975497703,0.5712098009188361,0.5677641653905053,0.005423310199304666
7,0.10873277982076009,0.003607024496742111,0.0016772747039794922,1.659480088986692e-05,relu,"(33,)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (33,)}",0.554364471669219,0.5704441041347627,0.5505359877488515,0.5584481878509444,0.008625188998833999,1,0.5761868300153139,0.5731240428790199,0.6026033690658499,0.5839714139867279,0.013233983497379696
8,0.2222281297047933,0.09294178485228553,0.001695553461710612,2.1521449968548163e-05,relu,"(22, 11)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (22, 11)}",0.5451761102603369,0.5604900459418071,0.5382848392036753,0.5479836651352731,0.009280070935527256,4,0.5918836140888208,0.6309341500765697,0.5918836140888208,0.6049004594180705,0.018408599203937698
9,0.11126518249511719,0.02703823332801186,0.0017097791035970051,9.094167919939273e-05,relu,"(22, 22)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (22, 22)}",0.5681470137825421,0.4992343032159265,0.5283307810107197,0.5319040326697294,0.02824672860083086,10,0.5934150076569679,0.5068912710566615,0.585375191424196,0.5618938233792751,0.03903092989553772
0,0.14213808377583823,0.037080129706431576,0.0014882882436116536,0.00023340373869068905,tanh,"(11,)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (11,)}",0.5405819295558959,0.5405819295558959,0.5405819295558959,0.5405819295558959,0.0,6,0.555895865237366,0.5654670750382849,0.583843797856049,0.5684022460438999,0.011596929364815038
1,0.14674901962280273,0.06993233215260108,0.0017642974853515625,0.00014012861416174105,tanh,"(22,)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (22,)}",0.5352220520673813,0.5712098009188361,0.5359877488514548,0.5474732006125574,0.016787221697197898,4,0.5440275650842267,0.5983920367534457,0.5731240428790199,0.5718478815722308,0.02221253978768206
2,0.11705795923868816,0.040748573924442075,0.0018562475840250652,8.195551717663113e-05,tanh,"(33,)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (33,)}",0.5398162327718223,0.5581929555895865,0.5375191424196019,0.545176110260337,0.009251949443793678,5,0.5746554364471669,0.5872894333843798,0.5344563552833078,0.5654670750382849,0.022526325701922884
3,0.11832014719645183,0.05187525085819001,0.0019183158874511719,8.981706028304507e-05,tanh,"(22, 11)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (22, 11)}",0.5329249617151608,0.5275650842266463,0.5497702909647779,0.5367534456355283,0.009460823375625625,8,0.5470903522205207,0.5424961715160797,0.5999234303215927,0.5631699846860644,0.026056201419867617
4,0.10247596104939778,0.009996005853012418,0.002151012420654297,4.8892669560706337e-05,tanh,"(22, 22)","{'model__activation': 'tanh', 'model__hidden_layer_sizes': (22, 22)}",0.5375191424196019,0.5168453292496171,0.5459418070444104,0.5334354262378764,0.012224532940100116,10,0.5570444104134763,0.5547473200612557,0.5601071975497703,0.5572996426748341,0.0021955909308429694
5,0.09647965431213379,0.019946204424477202,0.0013323624928792317,2.6971407283249145e-05,relu,"(11,)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (11,)}",0.5421133231240429,0.5267993874425727,0.5382848392036753,0.5357325165900969,0.006507171405810113,9,0.5532159264931087,0.554364471669219,0.5578101071975498,0.5551301684532924,0.0019521514217430325
6,0.14046295483907065,0.02075703890026126,0.0015652974446614583,5.260839196343538e-06,relu,"(22,)","{'model__activation': 'relu', 'model__hidden_layer_sizes': (22,)}",0.5689127105666156,0.5436447166921899,0.5382848392036753,0.5502807554874937,0.013355258245994012,2,0.5846094946401225,0.5857580398162328,0.5765696784073507,0.5823124042879021,0.0040877022404407415
