,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
6,4.563506046930949,0.02068083882182498,0.08479905128479004,0.002202266887243363,300,{'model__n_estimators': 300},0.552833078101072,0.5750382848392037,0.6033690658499234,0.5770801429300664,0.020681689208660443,2,0.7760336906584993,0.8005359877488515,0.8020673813169985,0.7928790199081165,0.01192784221087078
7,7.53961165746053,0.07013268173389092,0.13811643918355307,0.005176746360819476,500,{'model__n_estimators': 500},0.5773353751914242,0.5857580398162328,0.6049004594180705,0.5893312914752425,0.011533561539249634,1,0.8273353751914242,0.8273353751914242,0.8349923430321593,0.8298876978050025,0.0036095292556740737
0,0.19182427724202475,0.002505062171355105,0.0035022894541422525,5.882591596963497e-05,10,{'model__n_estimators': 10},0.45329249617151607,0.4655436447166922,0.47090352220520676,0.46324655436447165,0.0073708673191391905,8,0.524885145482389,0.5819295558958653,0.5436447166921899,0.5501531393568148,0.023738658541730785
1,0.5250949859619141,0.009398681181838736,0.009174267450968424,0.0003180944867165094,30,{'model__n_estimators': 30},0.4908116385911179,0.49234303215926495,0.5122511485451761,0.4984686064318529,0.009765761342373114,7,0.6385911179173047,0.6462480857580398,0.6320826952526799,0.6389739663093414,0.005789329363049408
2,0.8355085849761963,0.016139737892956686,0.01651906967163086,0.0028315891527956995,50,{'model__n_estimators': 50},0.5107197549770292,0.5191424196018377,0.5344563552833078,0.5214395099540582,0.009825613351158814,6,0.6734303215926493,0.6975497702909648,0.6960183767228177,0.6889994895354773,0.011026801723955069
3,1.2128810087839763,0.01000719181194534,0.021042903264363606,0.0003659429462287697,75,{'model__n_estimators': 75},0.5222052067381318,0.5497702909647779,0.5359877488514548,0.5359877488514548,0.011253398512020693,4,0.7124808575803981,0.7071209800918836,0.7094180704441041,0.709673302705462,0.002195590930842926
4,1.5897471110026042,0.019068834065593666,0.02820452054341634,0.00036758580001741275,100,{'model__n_estimators': 100},0.5329249617151608,0.5206738131699847,0.5336906584992342,0.5290964777947932,0.00596392110543535,5,0.7174578866768759,0.7212863705972435,0.7427258805513017,0.7271567126084738,0.011119459372532926
5,3.1299336751302085,0.07437445971680119,0.055748542149861656,0.0014043441415490783,200,{'model__n_estimators': 200},0.5719754977029097,0.5727411944869831,0.5826952526799387,0.5758039816232772,0.004882880671186557,3,0.7886676875957122,0.7756508422664625,0.7947932618683001,0.7863705972434917,0.007981876350746219
6,4.61041259765625,0.024199763557956996,0.08443268140157063,0.001618590064413522,300,{'model__n_estimators': 300},0.5865237366003063,0.5857580398162328,0.5658499234303216,0.5793772332822869,0.009570358988898771,1,0.7993874425727412,0.7913476263399694,0.8150842266462481,0.8019397651863196,0.009857055394245825
7,7.582719008127849,0.12670742705670957,0.14216327667236328,0.0023717520109928607,500,{'model__n_estimators': 500},0.5911179173047473,0.5788667687595712,0.557427258805513,0.5758039816232773,0.013923615821322956,2,0.8303981623277182,0.8101071975497703,0.8319295558958653,0.8241449719244512,0.009945874307503157
0,0.19528945287068686,0.005615835674621174,0.003605365753173828,0.00012231639927255214,10,{'model__n_estimators': 10},0.44716692189892804,0.47320061255742724,0.5053598774885145,0.47524247064829,0.023801007099284857,8,0.5509188361408882,0.5474732006125574,0.6183001531393568,0.5722307299642675,0.032606358427077965
1,0.5303816000620524,0.011684870212875237,0.009376049041748047,0.00020173715432927105,30,{'model__n_estimators': 30},0.5007656967840735,0.5176110260336907,0.5267993874425727,0.5150587034201123,0.010780353283278664,7,0.6500765696784073,0.6110260336906586,0.6657733537519143,0.6422919857069934,0.023018356068992548
2,0.8388295968373617,0.02684059128925988,0.014628330866495768,0.00032669402888826807,50,{'model__n_estimators': 50},0.5267993874425727,0.5367534456355283,0.5482388973966309,0.537263910158244,0.008760082849275402,6,0.6768759571209801,0.6696018376722818,0.7052067381316999,0.6838948443083206,0.015359596721978671
3,1.2279974619547527,0.029677769413796785,0.021173397699991863,0.00037737909813232,75,{'model__n_estimators': 75},0.5168453292496171,0.5444104134762634,0.5696784073506891,0.5436447166921898,0.021575808275046505,4,0.6883614088820827,0.6814701378254211,0.7526799387442573,0.7075038284839202,0.032067980997506795
4,1.6094693342844646,0.03671218273613533,0.028212785720825195,0.00017904595051649133,100,{'model__n_estimators': 100},0.5222052067381318,0.5428790199081164,0.5497702909647779,0.5382848392036753,0.011712908530458123,5,0.6975497702909648,0.7201378254211332,0.7151607963246555,0.7109494640122511,0.009690426496462306
5,3.1111254692077637,0.05421311683725001,0.05509805679321289,0.0005203675428290695,200,{'model__n_estimators': 200},0.5421133231240429,0.5865237366003063,0.5696784073506891,0.5661051556916795,0.018305687674365596,2,0.7584226646248086,0.7706738131699847,0.7917304747320061,0.7736089841755999,0.01375533775566016
6,4.614916483561198,0.08774449934871832,0.08200430870056152,0.001343442313288714,300,{'model__n_estimators': 300},0.5405819295558959,0.5712098009188361,0.5727411944869831,0.5615109749872383,0.014812269656505235,3,0.7660796324655437,0.7909647779479326,0.8169984686064319,0.7913476263399694,0.02078929048258774
7,7.586375951766968,0.15043733295477812,0.14200329780578613,0.004404879654124875,500,{'model__n_estimators': 500},0.5803981623277182,0.5880551301684533,0.5903522205206738,0.5862685043389485,0.004255572230866023,1,0.805895865237366,0.8468606431852986,0.8361408882082695,0.8296324655436447,0.01734546880824899
0,0.19543798764546713,0.005584094039278975,0.003519296646118164,2.4853540692507252e-06,10,{'model__n_estimators': 10},0.503062787136294,0.45941807044410415,0.48085758039816234,0.48111281265952016,0.01781879497264631,8,0.5750382848392037,0.5405819295558959,0.5788667687595712,0.5648289943848903,0.017216357278244047
1,0.5282727082570394,0.009416301228806087,0.008905728658040365,7.690550485823631e-05,30,{'model__n_estimators': 30},0.5497702909647779,0.5229709035222052,0.552833078101072,0.541858090862685,0.013413663444074428,7,0.6596477794793262,0.6114088820826953,0.6420367534456355,0.6376978050025522,0.019931008683363574
2,0.8342407544453939,0.009279462302364587,0.01430964469909668,0.00031981041980643003,50,{'model__n_estimators': 50},0.55895865237366,0.5344563552833078,0.5344563552833078,0.5426237876467584,0.011550493618156984,6,0.7143950995405819,0.6696018376722818,0.6768759571209801,0.6869576314446145,0.01962717835173802
3,1.2204336325327556,0.010514258001817121,0.021240393320719402,0.00036377421736276855,75,{'model__n_estimators': 75},0.5513016845329249,0.5658499234303216,0.5627871362940275,0.5599795814190914,0.006262299206934818,5,0.7346860643185299,0.6929555895865237,0.7228177641653905,0.7168198060234814,0.0175563807345311
4,1.63451353708903,0.015535683383185768,0.028461774190266926,9.466955691029503e-05,100,{'model__n_estimators': 100},0.5781010719754976,0.5566615620214395,0.5842266462480857,0.572996426748341,0.011818108119234541,3,0.7526799387442573,0.7048238897396631,0.7308575803981623,0.7294538029606943,0.019562349891274786
5,3.1156253019968667,0.04555587318265359,0.05570427576700846,0.0007450060974650842,200,{'model__n_estimators': 200},0.5673813169984686,0.5681470137825421,0.5673813169984686,0.5676365492598264,0.0003609529255673812,4,0.7917304747320061,0.7580398162327718,0.7890505359877489,0.779606942317509,0.015289456357992877
6,4.60241421063741,0.07046293718170904,0.08471377690633138,0.002665585725297142,300,{'model__n_estimators': 300},0.6049004594180705,0.5765696784073507,0.5803981623277182,0.5872894333843798,0.012550577695910404,2,0.8281010719754976,0.7626339969372129,0.8047473200612557,0.7984941296579887,0.027090112232839178
7,7.596553325653076,0.06446022558926355,0.13486353556315103,0.0005600139744431666,500,{'model__n_estimators': 500},0.6171516079632465,0.6026033690658499,0.6094946401225115,0.6097498723838694,0.005942035082604812,1,0.8372894333843798,0.8349923430321593,0.8311638591117917,0.8344818785094436,0.002526670478971855
0,0.18494137128194174,0.005362630201225493,0.0034836928049723306,5.4027401251456875e-05,10,{'model__n_estimators': 10},0.4111791730474732,0.46171516079632463,0.46018376722817766,0.4443593670239918,0.023470268366661867,8,0.5210566615620215,0.6049004594180705,0.5513016845329249,0.559086268504339,0.03466886615238038
1,0.5080318450927734,0.006530202181708986,0.008826971054077148,0.00018334507580104487,30,{'model__n_estimators': 30},0.48468606431852984,0.48238897396630936,0.5313935681470138,0.49948953547728436,0.022579040892900935,7,0.6121745788667687,0.6584992343032159,0.6546707503828484,0.6417815211842777,0.02099353229491334
2,0.8307816982269287,0.025865118757840415,0.014380931854248047,0.00028801464345941467,50,{'model__n_estimators': 50},0.5045941807044411,0.5153139356814701,0.5359877488514548,0.518631955079122,0.013029350707606144,6,0.6450995405819295,0.6684532924961715,0.69104134762634,0.6681980602348135,0.018756532484388615
3,1.2312390009562175,0.04505877413412163,0.02591228485107422,0.005643410780554331,75,{'model__n_estimators': 75},0.5114854517611026,0.5053598774885145,0.5474732006125574,0.5214395099540582,0.018577682884204045,5,0.6753445635528331,0.6929555895865237,0.7232006125574273,0.697166921898928,0.01976279073522859
4,1.625332514444987,0.007928323718658075,0.028088728586832683,0.0004902646769113769,100,{'model__n_estimators': 100},0.5160796324655437,0.5474732006125574,0.5742725880551302,0.5459418070444104,0.023781840337511274,4,0.6964012251148545,0.7212863705972435,0.7477029096477795,0.7217968351199592,0.02094693516962412
5,3.083226203918457,0.05376323803649823,0.05506714185078939,0.0011202584736098556,200,{'model__n_estimators': 200},0.5390505359877489,0.5781010719754976,0.5842266462480857,0.5671260847371108,0.02000929772590057,3,0.7641653905053599,0.7882848392036753,0.8066615620214395,0.7863705972434915,0.017401712369622492
6,4.614658753077189,0.06473002154000237,0.08832677205403645,0.008801428400989547,300,{'model__n_estimators': 300},0.5689127105666156,0.5704441041347627,0.5911179173047473,0.5768249106687086,0.010126000216884798,2,0.781010719754977,0.8035987748851455,0.8361408882082695,0.8069167942827974,0.022628754686084628
7,7.559561649958293,0.13501005137657235,0.1364450454711914,0.003083354656787576,500,{'model__n_estimators': 500},0.55895865237366,0.6110260336906586,0.5980091883614089,0.5893312914752425,0.022124382779754315,1,0.8150842266462481,0.8399693721286371,0.8549004594180705,0.8366513527309852,0.016423358113316945
0,0.1881126562754313,0.0032136818732502255,0.0035282770792643228,1.913728903958858e-05,10,{'model__n_estimators': 10},0.5007656967840735,0.43568147013782543,0.4793261868300153,0.47192445125063803,0.02708109311832777,8,0.6052833078101072,0.5467075038284839,0.6003062787136294,0.5840990301174068,0.02651775987670915
1,0.5184353192647299,0.009771276852118172,0.009217341740926107,2.4532281898684424e-05,30,{'model__n_estimators': 30},0.5275650842266463,0.5007656967840735,0.49234303215926495,0.5068912710566615,0.01501755046794861,7,0.6470137825421133,0.6347626339969372,0.6577335375191424,0.6465033180193976,0.009384776064752545
2,0.8267993132273356,0.0035227618155914617,0.014665444691975912,0.00010063868853882282,50,{'model__n_estimators': 50},0.5382848392036753,0.5191424196018377,0.5160796324655437,0.5245022970903522,0.009825613351158807,6,0.6688361408882083,0.6523736600306279,0.695635528330781,0.6722817764165391,0.017828845828236132
3,1.1999743779500325,0.020557110332297138,0.02165333429972331,0.00023284804687096668,75,{'model__n_estimators': 75},0.5490045941807045,0.5237366003062787,0.552833078101072,0.541858090862685,0.012908798995816043,5,0.7055895865237366,0.69104134762634,0.7289433384379785,0.7085247575293517,0.015611996423595469
4,1.606525977452596,0.033568803604159085,0.0280758539835612,0.0005287760866458681,100,{'model__n_estimators': 100},0.5643185298621746,0.5160796324655437,0.5597243491577335,0.5467075038284839,0.021738238233657545,4,0.723583460949464,0.7136294027565084,0.7388973966309341,0.7253700867789689,0.01039268661128244
5,3.101338545481364,0.05542169118744739,0.055284738540649414,0.0007330364711271594,200,{'model__n_estimators': 200},0.5765696784073507,0.5566615620214395,0.5788667687595712,0.5706993363961205,0.009970405811447001,3,0.7921133231240429,0.7465543644716692,0.7974732006125574,0.7787136294027565,0.022845069670191676
6,4.571667671203613,0.036509590243446036,0.08343871434529622,0.002362758964215764,300,{'model__n_estimators': 300},0.599540581929556,0.5681470137825421,0.5788667687595712,0.5821847881572231,0.013029350707606184,2,0.7986217457886677,0.7940275650842267,0.8242725880551302,0.8056406329760081,0.013307615279457567
7,7.545961618423462,0.14252356104233047,0.14007743199666342,0.003430789601436062,500,{'model__n_estimators': 500},0.5880551301684533,0.5826952526799387,0.5918836140888208,0.5875446656457376,0.003768459178211711,1,0.8349923430321593,0.7982388973966309,0.8418836140888208,0.8250382848392036,0.01915772741684046
0,0.19240625699361166,0.00471599455262528,0.003603696823120117,1.9275076800735223e-05,10,{'model__n_estimators': 10},0.45252679938744256,0.4464012251148545,0.45941807044410415,0.45278203164880043,0.005317168620724777,8,0.5769525267993875,0.5535987748851455,0.5903522205206738,0.5736345074017356,0.015186855743555104
1,0.5203049977620443,0.009859812574028353,0.008925120035807291,0.00022266834550570315,30,{'model__n_estimators': 30},0.5022970903522205,0.5045941807044411,0.5091883614088821,0.5053598774885145,0.0028649750281577228,7,0.6546707503828484,0.6328483920367535,0.6715160796324655,0.6530117406840225,0.015829545179515733
2,0.85215957959493,0.011507166850167254,0.014768044153849283,0.00025890847728378,50,{'model__n_estimators': 50},0.49387442572741197,0.5321592649310873,0.5513016845329249,0.5257784583971414,0.023874791901314057,6,0.69104134762634,0.6722817764165391,0.7094180704441041,0.690913731495661,0.015161097100431033
3,1.2033593654632568,0.024743859669254065,0.020825624465942383,0.0002919190565789688,75,{'model__n_estimators': 75},0.5505359877488515,0.5367534456355283,0.5229709035222052,0.5367534456355283,0.011253398512020736,5,0.7151607963246555,0.6860643185298622,0.7094180704441041,0.7035477284328739,0.012582976370539562
4,1.5980370044708252,0.0021059645306465034,0.02830656369527181,0.00013136760340486055,100,{'model__n_estimators': 100},0.5214395099540582,0.5696784073506891,0.5344563552833078,0.541858090862685,0.02037706345708224,4,0.7385145482388974,0.7113323124042878,0.7316232771822359,0.7271567126084736,0.011537796888510192
