,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_model__degree,param_model__kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
1,0.19462299346923828,0.06411504745483398,0.5722307299642675,0.6226391015824401,,rbf,{'model__kernel': 'rbf'},1,0.5803981623277182,0.6251914241960184,0.5758039816232772,0.627488514548239,0.5604900459418071,0.6152373660030628,0.005661812928123114,0.0008013893824250868,0.008511144461732031,0.00531716862072479
0,0.1990381876627604,0.04595303535461426,0.5068912710566615,0.5200357325165901,2,poly,"{'model__degree': 2, 'model__kernel': 'poly'}",5,0.503062787136294,0.5222052067381318,0.5045941807044411,0.5164624808575804,0.5130168453292496,0.5214395099540582,0.0060269575062801535,0.00047440580552121837,0.004376321643563612,0.0025459338110337066
1,0.19995768864949545,0.04575077692667643,0.5237366003062788,0.5872894333843798,3,poly,"{'model__degree': 3, 'model__kernel': 'poly'}",1,0.5168453292496171,0.582312404287902,0.5283307810107197,0.5922664624808576,0.5260336906584993,0.5872894333843798,0.004137502641897899,0.000962199734854432,0.004962282311185199,0.004063727240451926
2,0.21603314081827799,0.04589962959289551,0.5132720775906074,0.6066870852475753,4,poly,"{'model__degree': 4, 'model__kernel': 'poly'}",3,0.501531393568147,0.6049004594180705,0.5168453292496171,0.6064318529862175,0.5214395099540582,0.608728943338438,0.01166779589953639,0.0008960939591237639,0.008511144461732031,0.0015733573259236633
3,0.23144928614298502,0.047253052393595375,0.5186319550791221,0.6342521694742215,5,poly,"{'model__degree': 5, 'model__kernel': 'poly'}",2,0.5191424196018377,0.6244257274119449,0.5176110260336907,0.641271056661562,0.5191424196018377,0.6370597243491577,0.006486958538759633,0.0014330357206135949,0.0007219058511348148,0.0071578885463910785
4,0.2432116667429606,0.04751960436503092,0.5127616130678918,0.6472690148034712,6,poly,"{'model__degree': 6, 'model__kernel': 'poly'}",4,0.5107197549770292,0.6393568147013783,0.5145482388973966,0.6539050535987749,0.5130168453292496,0.6485451761102603,0.0045883245683247175,0.0019257882614258357,0.0015733573259236633,0.0060074539540274745
0,0.1973717212677002,0.04672431945800781,0.5025523226135783,0.5193976518631955,2,poly,"{'model__degree': 2, 'model__kernel': 'poly'}",5,0.5084226646248086,0.5107197549770292,0.501531393568147,0.5149310872894334,0.49770290964777947,0.5325421133231241,0.006301219479618247,0.001133277333732835,0.004435463807295242,0.009452212448770392
1,0.20612732569376627,0.04628594716389974,0.5319040326697295,0.5917559979581419,3,poly,"{'model__degree': 3, 'model__kernel': 'poly'}",1,0.5405819295558959,0.5922664624808576,0.5290964777947933,0.5888208269525268,0.5260336906584993,0.5941807044410413,0.010573270495676464,0.001661140991048717,0.006262299206934818,0.002217731903647611
2,0.21101133028666177,0.04596074422200521,0.5160796324655436,0.6043899948953547,4,poly,"{'model__degree': 4, 'model__kernel': 'poly'}",4,0.5099540581929556,0.6060490045941807,0.5199081163859112,0.5987748851454824,0.5183767228177641,0.6083460949464012,0.013883894707171133,0.00043444010123530103,0.004376321643563612,0.004079726228470082
3,0.23381527264912924,0.04791108767191569,0.521694742215416,0.6337417049515058,5,poly,"{'model__degree': 5, 'model__kernel': 'poly'}",3,0.5206738131699847,0.6362940275650842,0.5260336906584993,0.6309341500765697,0.5183767228177641,0.6339969372128637,0.006591659314729206,0.0006572271631669601,0.0032082197779419535,0.002195590930842922
4,0.23100757598876953,0.0479272206624349,0.5224604389994895,0.6447166921898928,6,poly,"{'model__degree': 6, 'model__kernel': 'poly'}",2,0.5214395099540582,0.6447166921898928,0.5306278713629403,0.6450995405819295,0.5153139356814701,0.6443338437978561,0.0025118365862795543,0.002154084100012496,0.00629342930369475,0.00031259440311166576
0,0.18910765647888184,0.045874993006388344,0.5040837161817254,0.5208014293006636,2,poly,"{'model__degree': 2, 'model__kernel': 'poly'}",5,0.498468606431853,0.5241194486983155,0.5183767228177641,0.5091883614088821,0.49540581929555894,0.5290964777947933,0.003135429695740825,0.0003532878714082177,0.010183735244134764,0.00845932282755311
1,0.20812106132507324,0.047094106674194336,0.5347115875446656,0.5886932108218478,3,poly,"{'model__degree': 3, 'model__kernel': 'poly'}",1,0.5352220520673813,0.5895865237366003,0.5436447166921899,0.5861408882082695,0.5252679938744257,0.5903522205206738,0.0040386783872041945,0.0013589294042611277,0.007510943833365101,0.001831636050843214
2,0.21289261182149252,0.04608631134033203,0.5150587034201123,0.6061766207248596,4,poly,"{'model__degree': 4, 'model__kernel': 'poly'}",4,0.5099540581929556,0.6075803981623277,0.5260336906584993,0.6037519142419602,0.5091883614088821,0.607197549770291,0.00803375766160664,0.00012006263480263136,0.007766781038643663,0.0017216357278243936
3,0.23500553766886392,0.04752182960510254,0.518631955079122,0.6331036242981113,5,poly,"{'model__degree': 5, 'model__kernel': 'poly'}",2,0.5137825421133231,0.6355283307810107,0.5329249617151608,0.6290199081163859,0.5091883614088821,0.6347626339969372,0.007728955778109217,0.001107340337339301,0.010279239696581037,0.0029044937919196242
4,0.23934563000996908,0.046170711517333984,0.5165900969882592,0.6463757018887187,6,poly,"{'model__degree': 6, 'model__kernel': 'poly'}",3,0.5068912710566615,0.6477794793261868,0.5283307810107197,0.6435681470137825,0.5145482388973966,0.6477794793261868,0.014177361362719527,0.00042312646172965214,0.008870927614590483,0.0019852410906207535
0,0.19846534729003906,0.048162619272867836,0.49872383869321085,0.5256508422664625,2,poly,"{'model__degree': 2, 'model__kernel': 'poly'}",5,0.5068912710566615,0.5271822358346095,0.4992343032159265,0.5275650842266463,0.4900459418070444,0.5222052067381318,0.02438290772883123,0.002304390514775592,0.006886542911297611,0.0024414403355932784
1,0.20311768849690756,0.04517571131388346,0.5324144971924452,0.5881827462991321,3,poly,"{'model__degree': 3, 'model__kernel': 'poly'}",1,0.5290964777947933,0.5937978560490046,0.5367534456355283,0.5941807044410413,0.5313935681470138,0.5765696784073507,0.0024192772744833467,0.00022509461013430542,0.0032082197779419157,0.008213166365341513
2,0.2127563158671061,0.04613105456034342,0.5076569678407351,0.6100051046452272,4,poly,"{'model__degree': 4, 'model__kernel': 'poly'}",4,0.4946401225114854,0.6094946401225115,0.5091883614088821,0.6106431852986217,0.5191424196018377,0.6098774885145483,0.0038377729599680175,0.00046714364609757924,0.01006146163574634,0.0004774958380262492
3,0.22685893376668295,0.04744879404703776,0.5193976518631955,0.6356559469116897,5,poly,"{'model__degree': 5, 'model__kernel': 'poly'}",2,0.5168453292496171,0.6405053598774885,0.5191424196018377,0.6343797856049005,0.5222052067381318,0.6320826952526799,0.008902321717759225,0.0006740161496364597,0.0021955909308429694,0.003554974037055657
4,0.23294854164123535,0.046709696451822914,0.5086778968861664,0.6479070954568659,6,poly,"{'model__degree': 6, 'model__kernel': 'poly'}",3,0.501531393568147,0.6485451761102603,0.5068912710566615,0.6458652373660031,0.5176110260336907,0.6493108728943339,0.0020362112006727514,0.00045846718355256627,0.006684941732367954,0.0014772635149043034
0,0.19260168075561523,0.04720759391784668,0.5005104645227156,0.5205461970393058,2,poly,"{'model__degree': 2, 'model__kernel': 'poly'}",5,0.4885145482388974,0.5241194486983155,0.5091883614088821,0.5202909647779479,0.5038284839203675,0.5172281776416539,0.004728167337095303,0.00034397001314907696,0.008760082849275415,0.0028191324699304255
1,0.2069209416707357,0.04598387082417806,0.5375191424196019,0.588310362429811,3,poly,"{'model__degree': 3, 'model__kernel': 'poly'}",1,0.5367534456355283,0.5964777947932619,0.5344563552833078,0.5872894333843798,0.5413476263399694,0.5811638591117917,0.005177307947867408,0.0007387302966101551,0.0028649750281576833,0.00629342930369475
2,0.20736034711201987,0.04702409108479818,0.5183767228177641,0.6045176110260337,4,poly,"{'model__degree': 4, 'model__kernel': 'poly'}",3,0.5061255742725881,0.6041347626339969,0.5206738131699847,0.6064318529862175,0.5283307810107197,0.6029862174578867,0.0011020666193279273,0.0014548414267698318,0.009209606203506216,0.0014324875140788464
3,0.22717905044555664,0.04767998059590658,0.5252679938744257,0.6343797856049005,5,poly,"{'model__degree': 5, 'model__kernel': 'poly'}",2,0.5130168453292496,0.6309341500765697,0.5290964777947933,0.6370597243491577,0.5336906584992342,0.635145482388974,0.00349756400421432,0.0010912743203280826,0.008863581089425884,0.0025586954639820253
4,0.23368040720621744,0.046481053034464516,0.5183767228177641,0.6453547728432873,6,poly,"{'model__degree': 6, 'model__kernel': 'poly'}",3,0.5053598774885145,0.6431852986217458,0.5237366003062787,0.6470137825421133,0.5260336906584993,0.6458652373660031,0.011668047238972043,0.0008684960280974755,0.009251949443793709,0.0016041098889709637
0,0.19180727005004883,0.04646428426106771,0.5053598774885145,0.5243746809596733,2,poly,"{'model__degree': 2, 'model__kernel': 'poly'}",5,0.4992343032159265,0.5317764165390505,0.5053598774885145,0.5214395099540582,0.5114854517611026,0.5199081163859112,0.004246375912276128,0.0015395975489008347,0.005001510449786991,0.005271025122017186
1,0.2027582327524821,0.04766209920247396,0.5336906584992344,0.5890760592138847,3,poly,"{'model__degree': 3, 'model__kernel': 'poly'}",1,0.5229709035222052,0.586906584992343,0.5321592649310873,0.5960949464012251,0.5459418070444104,0.5842266462480857,0.002039007777599507,0.0005095555712518898,0.009440143955542076,0.0050822633363297115
2,0.2097177505493164,0.04597099622090658,0.5168453292496172,0.6066870852475753,4,poly,"{'model__degree': 4, 'model__kernel': 'poly'}",3,0.5114854517611026,0.6106431852986217,0.5137825421133231,0.6079632465543645,0.5252679938744257,0.6014548238897397,0.0022713306624736855,0.00033127208917732245,0.006029102506900303,0.0038581461097067097
3,0.2269306182861328,0.04755878448486328,0.5222052067381316,0.6336140888208269,5,poly,"{'model__degree': 5, 'model__kernel': 'poly'}",2,0.5130168453292496,0.6374425727411945,0.5222052067381318,0.6385911179173047,0.5313935681470138,0.6248085758039816,0.00334383753456623,0.0011020856116731178,0.0075022656746804766,0.0062440683117534765
4,0.23245628674825033,0.04776851336161295,0.5158244002041859,0.6438233792751403,6,poly,"{'model__degree': 6, 'model__kernel': 'poly'}",4,0.5045941807044411,0.6500765696784073,0.5206738131699847,0.6473966309341501,0.5222052067381318,0.6339969372128637,0.006495549682504755,0.0005035750079134349,0.007965536770968484,0.007033952924717057
0,0.19336597124735513,0.04795606931050619,0.5025523226135783,0.5208014293006636,2,poly,"{'model__degree': 2, 'model__kernel': 'poly'}",5,0.4946401225114854,0.5321592649310873,0.503062787136294,0.5172281776416539,0.5099540581929556,0.5130168453292496,0.00989769828405574,0.002876764755777034,0.0062622992069348215,0.008213166365341572
1,0.21291565895080566,0.04559906323750814,0.5319040326697295,0.5876722817764165,3,poly,"{'model__degree': 3, 'model__kernel': 'poly'}",1,0.5176110260336907,0.5934150076569679,0.5245022970903522,0.5926493108728943,0.5535987748851455,0.5769525267993875,0.01606478634069366,0.00033458377854876485,0.015596341110211536,0.007586454286728853
2,0.22357821464538574,0.04631559054056803,0.5222052067381316,0.6046452271567127,4,poly,"{'model__degree': 4, 'model__kernel': 'poly'}",3,0.5245022970903522,0.6171516079632465,0.5114854517611026,0.6049004594180705,0.5306278713629403,0.5918836140888208,0.014513599531582183,0.000605404329710969,0.007981876350746259,0.0103171939415047
3,0.23646767934163412,0.04688215255737305,0.5306278713629403,0.6310617662072486,5,poly,"{'model__degree': 5, 'model__kernel': 'poly'}",2,0.5237366003062787,0.6385911179173047,0.5168453292496171,0.6385911179173047,0.5513016845329249,0.6160030627871363,0.011356195861307745,0.00027283135751081025,0.01488684693355558,0.010648111304238426
4,0.24205931027730307,0.0463560422261556,0.5219499744767738,0.6426748340990301,6,poly,"{'model__degree': 6, 'model__kernel': 'poly'}",4,0.5068912710566615,0.6519908116385911,0.5199081163859112,0.6454823889739663,0.5390505359877489,0.6305513016845329,0.016356893850981637,0.0003727606858428706,0.013208115398607077,0.008974962211596344
0,0.19031310081481934,0.045449256896972656,0.49642674834099026,0.5237366003062788,2,poly,"{'model__degree': 2, 'model__kernel': 'poly'}",5,0.5022970903522205,0.5156967840735069,0.4900459418070444,0.5290964777947933,0.49693721286370596,0.526416539050536,0.0036332703409468893,0.0002992159816840942,0.005014518301273206,0.005789329363049376
1,0.20452753702799478,0.04544838269551595,0.5265441551812149,0.5865237366003063,3,poly,"{'model__degree': 3, 'model__kernel': 'poly'}",1,0.5298621745788668,0.5918836140888208,0.5290964777947933,0.582312404287902,0.5206738131699847,0.585375191424196,0.011254780189599885,0.00041000520470908753,0.004162712207835633,0.0039909381753731295
2,0.2210392951965332,0.047620693842569985,0.5127616130678918,0.6042623787646758,4,poly,"{'model__degree': 4, 'model__kernel': 'poly'}",4,0.5153139356814701,0.6060490045941807,0.5183767228177641,0.5957120980091883,0.5045941807044411,0.6110260336906586,0.010789707659168502,0.0011135461733334825,0.005909054059617245,0.006378253700663526
3,0.22709202766418457,0.046878655751546226,0.5219499744767738,0.6328483920367535,5,poly,"{'model__degree': 5, 'model__kernel': 'poly'}",2,0.5199081163859112,0.6324655436447167,0.5344563552833078,0.6343797856049005,0.5114854517611026,0.6316998468606432,0.004433801237256988,0.0005266097527683207,0.009488325827177698,0.0011270751488422588
4,0.23712579409281412,0.046194235483805336,0.5155691679428279,0.6431852986217458,6,poly,"{'model__degree': 6, 'model__kernel': 'poly'}",3,0.5145482388973966,0.6416539050535988,0.5168453292496171,0.6431852986217458,0.5153139356814701,0.6447166921898928,0.004701733254517615,0.0002981093811957634,0.0009549916760525479,0.0012503776124467537
0,0.1966837247212728,0.04761656125386556,0.5,0.523353751914242,2,poly,"{'model__degree': 2, 'model__kernel': 'poly'}",5,0.5038284839203675,0.5191424196018377,0.49387442572741197,0.52947932618683,0.5022970903522205,0.5214395099540582,0.012022157200932117,0.0005883025449178275,0.004376321643563586,0.004431790544712942
1,0.1995999018351237,0.045241355895996094,0.5334354262378764,0.5858856559469117,3,poly,"{'model__degree': 3, 'model__kernel': 'poly'}",1,0.5505359877488515,0.5781010719754976,0.5222052067381318,0.5857580398162328,0.5275650842266463,0.5937978560490046,0.012179667277779518,0.0008403892261265029,0.012288313544880771,0.0064088205867737415
2,0.20533029238382974,0.04711627960205078,0.5222052067381316,0.6006891271056661,4,poly,"{'model__degree': 4, 'model__kernel': 'poly'}",4,0.5245022970903522,0.5964777947932619,0.5168453292496171,0.6045176110260337,0.5252679938744257,0.6010719754977029,0.006807337528414729,0.0023594991299189716,0.003802875044857416,0.003293386396264407
3,0.24434471130371094,0.047816832860310875,0.5262889229198571,0.6328483920367535,5,poly,"{'model__degree': 5, 'model__kernel': 'poly'}",2,0.5344563552833078,0.6244257274119449,0.5214395099540582,0.6324655436447167,0.5229709035222052,0.6416539050535988,0.01652374470998434,0.0012529357407040024,0.005808987583839228,0.007038582048564387
4,0.24723569552103677,0.04667798678080241,0.5224604389994896,0.642930066360388,6,poly,"{'model__degree': 6, 'model__kernel': 'poly'}",3,0.5260336906584993,0.6339969372128637,0.5191424196018377,0.6443338437978561,0.5222052067381318,0.650459418070444,0.010471559484850297,0.0004805627687545156,0.0028191324699303787,0.006793686398267573
0,0.19144495328267416,0.046206394831339516,0.5040837161817254,0.5211842776927004,2,poly,"{'model__degree': 2, 'model__kernel': 'poly'}",5,0.5091883614088821,0.5252679938744257,0.5099540581929556,0.5145482388973966,0.49310872894333846,0.5237366003062787,0.008492476829785532,0.0007415064231454865,0.007766781038643663,0.0047338532391504075
1,0.214508056640625,0.04618970553080241,0.5339458907605921,0.588565594691169,3,poly,"{'model__degree': 3, 'model__kernel': 'poly'}",1,0.5375191424196019,0.5815467075038285,0.5298621745788668,0.5892036753445635,0.5344563552833078,0.5949464012251149,0.003920403690989514,0.0009781368412204883,0.003146714651847375,0.005488977327107333
