,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
2,0.0032796859741210938,0.00014344175310495035,0.04556536674499512,0.0008207520253048658,9,{'model__n_neighbors': 9},0.6316998468606432,0.6362940275650842,0.6500765696784073,0.6393568147013783,0.007808605686972094,11,1.0,1.0,1.0,1.0,0.0
3,0.003132422765096029,1.2610417210815227e-05,0.048891305923461914,0.0008456623987371727,13,{'model__n_neighbors': 13},0.6393568147013783,0.6485451761102603,0.6577335375191424,0.6485451761102604,0.0075022656746804766,9,1.0,1.0,1.0,1.0,0.0
4,0.0032200018564860025,2.5727366773265126e-05,0.05207331975301107,0.0005950791881782101,17,{'model__n_neighbors': 17},0.6401225114854517,0.6385911179173047,0.6470137825421133,0.6419091373149565,0.0036632721016863945,10,1.0,1.0,1.0,1.0,0.0
5,0.003264824549357096,4.275359176442373e-05,0.05439352989196777,0.0007229090362058895,21,{'model__n_neighbors': 21},0.6523736600306279,0.6607963246554365,0.6523736600306279,0.6551812149055641,0.003970482181241455,7,1.0,1.0,1.0,1.0,0.0
6,0.0032662550608317056,2.2740627982839777e-05,0.0576943556467692,0.002202925376139764,25,{'model__n_neighbors': 25},0.6500765696784073,0.6584992343032159,0.6584992343032159,0.6556916794282798,0.003970482181241455,4,1.0,1.0,1.0,1.0,0.0
7,0.0032357374827067056,6.651731183343069e-05,0.0585936705271403,0.0006718219380649361,29,{'model__n_neighbors': 29},0.6500765696784073,0.6615620214395099,0.6592649310872895,0.6569678407350689,0.004962282311185199,2,1.0,1.0,1.0,1.0,0.0
8,0.003330389658610026,0.00014281907507103137,0.06250206629435222,0.0025462616492341232,33,{'model__n_neighbors': 33},0.6569678407350689,0.6623277182235835,0.6508422664624809,0.656712608473711,0.004692388032376272,3,1.0,1.0,1.0,1.0,0.0
9,0.0032927989959716797,4.448152114875351e-05,0.06186056137084961,0.0009192761479040868,37,{'model__n_neighbors': 37},0.663093415007657,0.6653905053598775,0.6531393568147014,0.6605410923940785,0.00531716862072479,1,1.0,1.0,1.0,1.0,0.0
10,0.0032021204630533853,2.313547630510827e-05,0.06659809748331706,0.002222611603459923,41,{'model__n_neighbors': 41},0.655436447166922,0.6684532924961715,0.6431852986217458,0.6556916794282798,0.010317193941504698,4,1.0,1.0,1.0,1.0,0.0
11,0.0032520294189453125,8.844354563815476e-05,0.06519516309102376,0.0015339824987234709,45,{'model__n_neighbors': 45},0.6546707503828484,0.664624808575804,0.6470137825421133,0.655436447166922,0.0072100290412585805,6,1.0,1.0,1.0,1.0,0.0
12,0.003195047378540039,4.588096972456027e-05,0.0668183167775472,0.0012737242141137011,49,{'model__n_neighbors': 49},0.6508422664624809,0.6592649310872895,0.6493108728943339,0.6531393568147014,0.004376321643563612,8,1.0,1.0,1.0,1.0,0.0
0,0.003208001454671224,2.7671851754779907e-05,0.023381630579630535,0.0009919623688267253,1,{'model__n_neighbors': 1},0.5857580398162328,0.6003062787136294,0.5934150076569679,0.5931597753956099,0.005942035082604814,13,1.0,1.0,1.0,1.0,0.0
1,0.003133694330851237,1.3174768971757787e-05,0.040775696436564125,0.0009488981239703687,5,{'model__n_neighbors': 5},0.6278713629402757,0.6248085758039816,0.607197549770291,0.6199591628381828,0.009110039968134143,12,1.0,1.0,1.0,1.0,0.0
2,0.0031577746073404946,4.7825496547260764e-05,0.04608726501464844,0.0015578783835591735,9,{'model__n_neighbors': 9},0.6416539050535988,0.6416539050535988,0.6163859111791731,0.6332312404287902,0.011911446543724365,11,1.0,1.0,1.0,1.0,0.0
3,0.0031946500142415366,3.198740644949825e-05,0.05000837643941244,0.0010513276484083226,13,{'model__n_neighbors': 13},0.6462480857580398,0.6393568147013783,0.6171516079632465,0.6342521694742215,0.012414891788683336,10,1.0,1.0,1.0,1.0,0.0
4,0.003148794174194336,9.066178007999202e-06,0.051700194676717125,0.0012690419393179815,17,{'model__n_neighbors': 17},0.6523736600306279,0.6370597243491577,0.6163859111791731,0.635273098519653,0.014746152961362217,9,1.0,1.0,1.0,1.0,0.0
5,0.003195683161417643,5.917948512035558e-05,0.054748217264811196,0.0012249109971260604,21,{'model__n_neighbors': 21},0.6531393568147014,0.6362940275650842,0.6255742725880551,0.6383358856559469,0.011345641026489477,8,1.0,1.0,1.0,1.0,0.0
6,0.0032913684844970703,3.9181973617885854e-05,0.056676387786865234,0.0008734981930376667,25,{'model__n_neighbors': 25},0.6493108728943339,0.6462480857580398,0.6232771822358346,0.6396120469627361,0.011617975167678455,7,1.0,1.0,1.0,1.0,0.0
7,0.003167390823364258,7.500831895200062e-05,0.060132344563802086,0.0016979186003188238,29,{'model__n_neighbors': 29},0.6546707503828484,0.6370597243491577,0.6324655436447167,0.6413986727922408,0.009570358988898749,6,1.0,1.0,1.0,1.0,0.0
8,0.003173987070719401,3.95326155777396e-05,0.05968324343363444,0.0009298111500159635,33,{'model__n_neighbors': 33},0.6592649310872895,0.6385911179173047,0.6309341500765697,0.642930066360388,0.011966011403502848,4,1.0,1.0,1.0,1.0,0.0
9,0.003252903620402018,8.056180682764661e-05,0.06306036313374837,0.0010712757307105043,37,{'model__n_neighbors': 37},0.663093415007657,0.6339969372128637,0.6324655436447167,0.6431852986217458,0.01409104006313655,3,1.0,1.0,1.0,1.0,0.0
10,0.0031806627909342446,2.6572235234305022e-05,0.06359028816223145,0.0008453434133466306,41,{'model__n_neighbors': 41},0.6562021439509954,0.6332312404287902,0.6362940275650842,0.6419091373149567,0.010183735244134764,5,1.0,1.0,1.0,1.0,0.0
11,0.0032714207967122397,0.00013821840615032774,0.0663910706837972,0.0015573220087575091,45,{'model__n_neighbors': 45},0.6569678407350689,0.6339969372128637,0.6416539050535988,0.6442062276671771,0.009549916760525627,2,1.0,1.0,1.0,1.0,0.0
12,0.003189563751220703,2.63111582888229e-05,0.0672612984975179,0.0009646289671353508,49,{'model__n_neighbors': 49},0.6584992343032159,0.6393568147013783,0.6393568147013783,0.6457376212353241,0.009023823139185106,1,1.0,1.0,1.0,1.0,0.0
0,0.003033717473347982,3.0804525166290316e-05,0.022673368453979492,0.0007438407744926423,1,{'model__n_neighbors': 1},0.5926493108728943,0.6056661562021439,0.5872894333843798,0.5952016334864726,0.0077162922194134575,13,1.0,1.0,1.0,1.0,0.0
1,0.0031203428904215493,8.34433994018928e-05,0.04229076703389486,0.00111973329601006,5,{'model__n_neighbors': 5},0.6370597243491577,0.6202143950995406,0.614854517611026,0.6240428790199081,0.009460823375625625,12,1.0,1.0,1.0,1.0,0.0
2,0.0030902226765950522,6.676666253283253e-06,0.045993804931640625,0.0014406544522967012,9,{'model__n_neighbors': 9},0.6393568147013783,0.6370597243491577,0.6209800918836141,0.6324655436447167,0.008175404480881533,11,1.0,1.0,1.0,1.0,0.0
3,0.0034828980763753257,0.00018696864763374094,0.049695730209350586,0.00045409232869328924,13,{'model__n_neighbors': 13},0.6539050535987749,0.6431852986217458,0.6347626339969372,0.6439509954058192,0.007833593289036673,10,1.0,1.0,1.0,1.0,0.0
4,0.0032002131144205728,6.0975626054339024e-05,0.05192923545837402,0.0007412231552373322,17,{'model__n_neighbors': 17},0.6577335375191424,0.6431852986217458,0.6447166921898928,0.6485451761102604,0.006527162762911911,9,1.0,1.0,1.0,1.0,0.0
5,0.0031813780466715493,2.4170465351533238e-05,0.0540922482808431,0.0008054336300622871,21,{'model__n_neighbors': 21},0.6638591117917305,0.6539050535987749,0.6454823889739663,0.6544155181214906,0.007510943833365101,2,1.0,1.0,1.0,1.0,0.0
6,0.0032692750295003257,2.9152352211314128e-05,0.05868172645568848,0.0006451402631821399,25,{'model__n_neighbors': 25},0.6607963246554365,0.6607963246554365,0.6500765696784073,0.6572230729964268,0.0050533409579437034,1,1.0,1.0,1.0,1.0,0.0
7,0.003255049387613932,4.6811605707933235e-05,0.05851626396179199,0.0005284371261220669,29,{'model__n_neighbors': 29},0.655436447166922,0.6546707503828484,0.6500765696784073,0.6533945890760592,0.002366926619575246,3,1.0,1.0,1.0,1.0,0.0
8,0.0032653013865152993,7.311079800833462e-05,0.06029733022054037,0.0018025974718088263,33,{'model__n_neighbors': 33},0.6584992343032159,0.6439509954058193,0.6493108728943339,0.6505870342011231,0.006007453954027435,6,1.0,1.0,1.0,1.0,0.0
9,0.003229379653930664,4.128750828532142e-05,0.06152900060017904,7.826361976693586e-06,37,{'model__n_neighbors': 37},0.663093415007657,0.6470137825421133,0.6493108728943339,0.6531393568147014,0.007100779858725653,5,1.0,1.0,1.0,1.0,0.0
10,0.0032892227172851562,1.3989029392044147e-05,0.06414675712585449,0.0019277863267405067,41,{'model__n_neighbors': 41},0.6607963246554365,0.6470137825421133,0.6431852986217458,0.6503318019397653,0.007562803670254769,8,1.0,1.0,1.0,1.0,0.0
11,0.0032721360524495444,2.9229594888550927e-05,0.06518491109212239,0.0006748791353996676,45,{'model__n_neighbors': 45},0.6584992343032159,0.6447166921898928,0.6485451761102603,0.650587034201123,0.00580898758383921,7,1.0,1.0,1.0,1.0,0.0
12,0.0036935011545817056,0.0007331751431928721,0.06708383560180664,0.0006887736554267333,49,{'model__n_neighbors': 49},0.6592649310872895,0.6500765696784073,0.6508422664624809,0.6533945890760592,0.004162712207835663,3,1.0,1.0,1.0,1.0,0.0
0,0.003008683522542318,5.845756915346669e-05,0.022271394729614258,0.0014164950149399439,1,{'model__n_neighbors': 1},0.5980091883614089,0.6018376722817764,0.6217457886676876,0.607197549770291,0.010405215472506113,13,1.0,1.0,1.0,1.0,0.0
1,0.003114620844523112,8.454873982121661e-05,0.039953390757242836,0.001393093519951484,5,{'model__n_neighbors': 5},0.6217457886676876,0.6156202143950995,0.6431852986217458,0.6268504338948443,0.011818108119234541,12,1.0,1.0,1.0,1.0,0.0
2,0.0031357606252034507,7.246521694049015e-05,0.04701495170593262,0.0021229486819616533,9,{'model__n_neighbors': 9},0.6401225114854517,0.6370597243491577,0.6539050535987749,0.6436957631444614,0.007326544203372841,9,1.0,1.0,1.0,1.0,0.0
3,0.003290255864461263,0.00012983000239651403,0.04828198750813802,0.0017384599794436227,13,{'model__n_neighbors': 13},0.6416539050535988,0.6286370597243491,0.6416539050535988,0.6373149566105155,0.0061361997346459,11,1.0,1.0,1.0,1.0,0.0
4,0.003312985102335612,0.00012625598871893038,0.052216291427612305,0.0015311795172879377,17,{'model__n_neighbors': 17},0.6408882082695253,0.6278713629402757,0.6669218989280244,0.6452271567126084,0.01623485849289353,8,1.0,1.0,1.0,1.0,0.0
5,0.003200689951578776,8.966003911444634e-06,0.054258505503336586,0.0010446039227794677,21,{'model__n_neighbors': 21},0.6485451761102603,0.6278713629402757,0.664624808575804,0.6470137825421133,0.015043554903819662,3,1.0,1.0,1.0,1.0,0.0
6,0.0031971136728922525,1.8726949314543187e-05,0.056111812591552734,0.001697485265215274,25,{'model__n_neighbors': 25},0.6339969372128637,0.6332312404287902,0.6623277182235835,0.6431852986217458,0.013539343756891139,10,1.0,1.0,1.0,1.0,0.0
7,0.0033646424611409507,0.00019056057251785695,0.057476441065470375,0.0007887604974910468,29,{'model__n_neighbors': 29},0.6362940275650842,0.6385911179173047,0.666156202143951,0.6470137825421133,0.013568181582442076,3,1.0,1.0,1.0,1.0,0.0
8,0.003352642059326172,0.00016437273801084217,0.0597987174987793,0.0016384942593514822,33,{'model__n_neighbors': 33},0.6431852986217458,0.6408882082695253,0.6569678407350689,0.6470137825421133,0.007100779858725622,3,1.0,1.0,1.0,1.0,0.0
9,0.0032389958699544272,5.3728473040820095e-05,0.06130695343017578,0.0012363893287187743,37,{'model__n_neighbors': 37},0.6408882082695253,0.6370597243491577,0.6615620214395099,0.6465033180193976,0.010762209618329759,6,1.0,1.0,1.0,1.0,0.0
10,0.0031906763712565103,1.7479332379739624e-05,0.06369455655415852,0.0018790426178752124,41,{'model__n_neighbors': 41},0.6362940275650842,0.6385911179173047,0.6684532924961715,0.6477794793261868,0.014648642013559698,2,1.0,1.0,1.0,1.0,0.0
11,0.003275712331136068,7.590386220947087e-05,0.06648874282836914,0.002293738038325664,45,{'model__n_neighbors': 45},0.6431852986217458,0.6416539050535988,0.663093415007657,0.6493108728943339,0.009765761342373142,1,1.0,1.0,1.0,1.0,0.0
12,0.003348668416341146,7.259740247553407e-05,0.0682520866394043,0.0015808004396554581,49,{'model__n_neighbors': 49},0.6370597243491577,0.6347626339969372,0.6669218989280244,0.6462480857580397,0.014648642013559698,7,1.0,1.0,1.0,1.0,0.0
0,0.003056685129801432,6.951590571438321e-05,0.023044904073079426,0.0007991974356739586,1,{'model__n_neighbors': 1},0.6140888208269525,0.6033690658499234,0.5987748851454824,0.6054109239407861,0.00641643955588387,13,1.0,1.0,1.0,1.0,0.0
1,0.003199418385823568,6.227985357446623e-05,0.04178317387898763,0.0013184931178272896,5,{'model__n_neighbors': 5},0.6163859111791731,0.6401225114854517,0.622511485451761,0.6263399693721287,0.0100614616357463,12,1.0,1.0,1.0,1.0,0.0
2,0.0032009283701578775,6.206285914380965e-05,0.046550353368123375,0.0015413951286650323,9,{'model__n_neighbors': 9},0.6385911179173047,0.6393568147013783,0.6324655436447167,0.6368044920877999,0.0030839831479312118,11,1.0,1.0,1.0,1.0,0.0
3,0.0032432874043782554,0.0001629446754329613,0.05125164985656738,0.0006682478798639729,13,{'model__n_neighbors': 13},0.6370597243491577,0.6462480857580398,0.6385911179173047,0.6406329760081674,0.004019401671266897,10,1.0,1.0,1.0,1.0,0.0
4,0.003154754638671875,2.580727399369799e-05,0.05262041091918945,0.0010034932539822257,17,{'model__n_neighbors': 17},0.6462480857580398,0.6508422664624809,0.6531393568147014,0.6500765696784073,0.0028649750281576833,9,1.0,1.0,1.0,1.0,0.0
