,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
7,0.003386338551839193,1.1005771652044799e-05,0.010561704635620117,8.636041815453436e-05,29,{'model__n_neighbors': 29},0.7191011235955056,0.7453183520599251,0.7368421052631579,0.7337538603061962,0.010923635224427866,6,1.0,1.0,1.0,1.0,0.0
8,0.0033775965372721353,1.0089610856929922e-05,0.010849078496297201,5.090718999657778e-05,33,{'model__n_neighbors': 33},0.7116104868913857,0.7265917602996255,0.7255639097744361,0.721255385655149,0.006832870226484429,7,1.0,1.0,1.0,1.0,0.0
9,0.0035566488901774087,0.00020767862538032127,0.011204719543457031,6.52555904832178e-05,37,{'model__n_neighbors': 37},0.7191011235955056,0.7228464419475655,0.7218045112781954,0.7212506922737555,0.0015783723698435583,8,1.0,1.0,1.0,1.0,0.0
10,0.003633737564086914,2.4141181118031022e-05,0.012034734090169271,0.0006233592042592456,41,{'model__n_neighbors': 41},0.7116104868913857,0.7340823970037453,0.7180451127819549,0.721245998892362,0.00944919537820867,9,1.0,1.0,1.0,1.0,0.0
11,0.0036183993021647134,4.4220630211420864e-05,0.011897961298624674,0.00017752440266905446,45,{'model__n_neighbors': 45},0.704119850187266,0.7228464419475655,0.7255639097744361,0.7175100673030892,0.009533086021996689,11,1.0,1.0,1.0,1.0,0.0
12,0.0034979979197184243,3.419309975711411e-05,0.012020270029703775,0.00012645348239235827,49,{'model__n_neighbors': 49},0.704119850187266,0.7191011235955056,0.7218045112781954,0.7150084950203223,0.00777813242220623,12,1.0,1.0,1.0,1.0,0.0
0,0.003493706385294596,0.00011387232310233659,0.008784850438435873,9.53523968395369e-05,1,{'model__n_neighbors': 1},0.700374531835206,0.6441947565543071,0.6917293233082706,0.6787662038992611,0.024699171865499882,13,1.0,1.0,1.0,1.0,0.0
1,0.0035799344380696616,0.00011756080357654067,0.009070396423339844,6.401024548538786e-05,5,{'model__n_neighbors': 5},0.7378277153558053,0.7303370786516854,0.6917293233082706,0.7199647057719204,0.02019826769320765,12,1.0,1.0,1.0,1.0,0.0
2,0.003432194391886393,2.8381715465085643e-05,0.009505112965901693,2.837503861874628e-05,9,{'model__n_neighbors': 9},0.7340823970037453,0.7340823970037453,0.7293233082706767,0.7324960340927223,0.002243455943614215,10,1.0,1.0,1.0,1.0,0.0
3,0.003463109334309896,0.00010330273485385461,0.00982228914896647,0.00016951503222999495,13,{'model__n_neighbors': 13},0.7528089887640449,0.7602996254681648,0.7443609022556391,0.752489838829283,0.006510868704047611,2,1.0,1.0,1.0,1.0,0.0
4,0.003388086954752604,2.5549257493238495e-05,0.00993490219116211,5.312010173054155e-05,17,{'model__n_neighbors': 17},0.7752808988764045,0.7528089887640449,0.7443609022556391,0.7574835966320296,0.013048640204930767,1,1.0,1.0,1.0,1.0,0.0
5,0.003401597340901693,6.508356565632026e-05,0.010140021642049154,8.793872131985218e-05,21,{'model__n_neighbors': 21},0.7715355805243446,0.7191011235955056,0.7293233082706767,0.7399866707968424,0.022695426024185162,4,1.0,1.0,1.0,1.0,0.0
6,0.0033396085103352866,1.7709791685172998e-05,0.010267019271850586,2.4431409980823007e-05,25,{'model__n_neighbors': 25},0.7565543071161048,0.7265917602996255,0.7255639097744361,0.7362366590633888,0.014372873430437395,6,1.0,1.0,1.0,1.0,0.0
7,0.003402551015218099,9.105682450732955e-05,0.010649760564168295,0.00018522861328397,29,{'model__n_neighbors': 29},0.7340823970037453,0.7490636704119851,0.7406015037593985,0.7412491903917097,0.006133202627956766,3,1.0,1.0,1.0,1.0,0.0
8,0.003486076990763346,7.36746415211967e-05,0.011527299880981445,0.0005622535934427947,33,{'model__n_neighbors': 33},0.7378277153558053,0.7378277153558053,0.7293233082706767,0.7349929129940959,0.004009015946576885,8,1.0,1.0,1.0,1.0,0.0
9,0.0035213629404703775,0.00012341247214700692,0.011489232381184896,0.00018000758860221773,37,{'model__n_neighbors': 37},0.7303370786516854,0.7415730337078652,0.7443609022556391,0.7387570048717299,0.006061596100212191,5,1.0,1.0,1.0,1.0,0.0
10,0.003524939219156901,9.472118070228879e-05,0.011574029922485352,0.00010950881373587935,41,{'model__n_neighbors': 41},0.7265917602996255,0.7378277153558053,0.7406015037593985,0.7350069931382764,0.0060572591889681655,7,1.0,1.0,1.0,1.0,0.0
11,0.0034984747568766275,7.376588470113109e-05,0.011919021606445312,5.765721739236423e-05,45,{'model__n_neighbors': 45},0.7228464419475655,0.7340823970037453,0.7368421052631579,0.7312569814048229,0.006052926448742503,11,1.0,1.0,1.0,1.0,0.0
12,0.003477017084757487,7.731267494748268e-05,0.012024243672688803,0.0001614595934879729,49,{'model__n_neighbors': 49},0.7303370786516854,0.7378277153558053,0.7330827067669173,0.7337491669248027,0.0030941381583906202,9,1.0,1.0,1.0,1.0,0.0
0,0.0034500757853190103,5.156251563712316e-05,0.008713324864705404,0.00014030851791354927,1,{'model__n_neighbors': 1},0.6966292134831461,0.6666666666666666,0.6616541353383458,0.674983338496053,0.015442134903071775,13,1.0,1.0,1.0,1.0,0.0
1,0.0032846927642822266,4.644860616913796e-05,0.008967399597167969,7.98727149005604e-05,5,{'model__n_neighbors': 5},0.700374531835206,0.7490636704119851,0.706766917293233,0.7187350398468081,0.02160378087172461,12,1.0,1.0,1.0,1.0,0.0
2,0.003352085749308268,1.817445435397515e-05,0.012740294138590494,0.004782051063940931,9,{'model__n_neighbors': 9},0.7378277153558053,0.7528089887640449,0.7293233082706767,0.7399866707968424,0.009708762829060878,1,1.0,1.0,1.0,1.0,0.0
3,0.0035474300384521484,9.904582334763451e-05,0.009978294372558594,0.00022982421559694449,13,{'model__n_neighbors': 13},0.7153558052434457,0.7378277153558053,0.7443609022556391,0.7325148076182967,0.012422939926929463,5,1.0,1.0,1.0,1.0,0.0
4,0.003475348154703776,5.427373763836363e-05,0.009945313135782877,9.355214778831429e-05,17,{'model__n_neighbors': 17},0.7340823970037453,0.7490636704119851,0.7255639097744361,0.7362366590633888,0.009713918580117872,3,1.0,1.0,1.0,1.0,0.0
5,0.003668705622355143,0.00015609606664541162,0.011108160018920898,0.0013488100923400418,21,{'model__n_neighbors': 21},0.7303370786516854,0.7415730337078652,0.7368421052631579,0.7362507392075694,0.004606079812950106,2,1.0,1.0,1.0,1.0,0.0
6,0.003531376520792643,8.862980638508972e-05,0.010536670684814453,3.5092644839241156e-05,25,{'model__n_neighbors': 25},0.7265917602996255,0.7228464419475655,0.7406015037593985,0.7300132353355299,0.007641571546546768,6,1.0,1.0,1.0,1.0,0.0
7,0.00341947873433431,6.0742120997609104e-05,0.010791619618733725,5.4374886895370666e-05,29,{'model__n_neighbors': 29},0.7303370786516854,0.7153558052434457,0.7368421052631579,0.727511663052763,0.008996388242483635,9,1.0,1.0,1.0,1.0,0.0
8,0.003463904062906901,4.182523041784633e-05,0.010987520217895508,0.00017439434950837425,33,{'model__n_neighbors': 33},0.7340823970037453,0.7153558052434457,0.7481203007518797,0.7325195009996902,0.013421624949316376,4,1.0,1.0,1.0,1.0,0.0
9,0.003765265146891276,0.0004031248724812634,0.012394110361735025,0.0006763223755139662,37,{'model__n_neighbors': 37},0.7228464419475655,0.7116104868913857,0.7481203007518797,0.7275257431969436,0.015267908002709562,7,1.0,1.0,1.0,1.0,0.0
10,0.0034890969594319663,2.8477688476274175e-05,0.011600255966186523,0.0002158337437426587,41,{'model__n_neighbors': 41},0.7265917602996255,0.7116104868913857,0.7443609022556391,0.7275210498155501,0.013386438682141132,8,1.0,1.0,1.0,1.0,0.0
11,0.003399372100830078,2.182018506745825e-05,0.011506239573160807,3.67073430330697e-05,45,{'model__n_neighbors': 45},0.7265917602996255,0.7116104868913857,0.7368421052631579,0.7250147841513898,0.010360945315422577,10,1.0,1.0,1.0,1.0,0.0
12,0.0036112467447916665,0.00021986763787653274,0.011759678522745768,4.3848425643560204e-05,49,{'model__n_neighbors': 49},0.7228464419475655,0.7153558052434457,0.7255639097744361,0.721255385655149,0.004316630215274813,11,1.0,1.0,1.0,1.0,0.0
0,0.0033218860626220703,7.811765734059863e-05,0.008521000544230143,8.573025844187374e-05,1,{'model__n_neighbors': 1},0.6853932584269663,0.6928838951310862,0.706766917293233,0.6950146902837618,0.008854887137239914,13,1.0,1.0,1.0,1.0,0.0
1,0.003336668014526367,5.130267030177993e-05,0.008921623229980469,4.9852102946687216e-05,5,{'model__n_neighbors': 5},0.7078651685393258,0.7340823970037453,0.7593984962406015,0.7337820205945574,0.02103946506737858,8,1.0,1.0,1.0,1.0,0.0
2,0.004554271697998047,0.0009452293526371684,0.011589447657267252,0.001806087910557326,9,{'model__n_neighbors': 9},0.7453183520599251,0.7265917602996255,0.7631578947368421,0.745022669032131,0.014929525963893273,3,1.0,1.0,1.0,1.0,0.0
3,0.004351059595743815,0.00010881439505783376,0.011881033579508463,0.0010360922103382153,13,{'model__n_neighbors': 13},0.7303370786516854,0.7640449438202247,0.7631578947368421,0.7525133057362506,0.015685141584713003,1,1.0,1.0,1.0,1.0,0.0
4,0.004034996032714844,0.0005576916861959895,0.011222759882609049,0.001508467414245396,17,{'model__n_neighbors': 17},0.7340823970037453,0.7415730337078652,0.7631578947368421,0.7462711084828175,0.012326125967502582,2,1.0,1.0,1.0,1.0,0.0
