,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
5,0.003348668416341146,5.745882260296639e-05,0.010017156600952148,4.6041749225782315e-05,21,{'model__n_neighbors': 21},0.7191011235955056,0.7340823970037453,0.7669172932330827,0.7400336046107778,0.019969295993080446,5,1.0,1.0,1.0,1.0,0.0
6,0.0033299922943115234,6.365642117580567e-05,0.010063648223876953,3.054054210849427e-05,25,{'model__n_neighbors': 25},0.7191011235955056,0.7378277153558053,0.7556390977443609,0.7375226455652238,0.014918125204114363,7,1.0,1.0,1.0,1.0,0.0
7,0.003282944361368815,5.423008063488562e-05,0.010509649912516275,1.1927814614302718e-05,29,{'model__n_neighbors': 29},0.7415730337078652,0.7415730337078652,0.7443609022556391,0.7425023232237898,0.0013142138367917488,4,1.0,1.0,1.0,1.0,0.0
8,0.0034368038177490234,7.458526824384752e-05,0.010652383168538412,0.00018816511587782395,33,{'model__n_neighbors': 33},0.7303370786516854,0.7340823970037453,0.7368421052631579,0.7337538603061962,0.00266580757935484,9,1.0,1.0,1.0,1.0,0.0
9,0.0036716461181640625,0.0004479839210688011,0.011194388071695963,0.00020873818543107399,37,{'model__n_neighbors': 37},0.7378277153558053,0.7265917602996255,0.7518796992481203,0.738766391634517,0.010345072866921143,6,1.0,1.0,1.0,1.0,0.0
10,0.0034027099609375,4.9435312877298875e-05,0.01119558016459147,2.858527295984221e-05,41,{'model__n_neighbors': 41},0.7265917602996255,0.7153558052434457,0.7443609022556391,0.7287694892662367,0.011940987975894952,10,1.0,1.0,1.0,1.0,0.0
11,0.003357489903767904,2.8939690215229143e-05,0.011421442031860352,0.00012626689366275593,45,{'model__n_neighbors': 45},0.7153558052434457,0.7228464419475655,0.7406015037593985,0.7262679169834699,0.010586664314302314,12,1.0,1.0,1.0,1.0,0.0
12,0.0033653577168782554,3.141902996286884e-05,0.012241760889689127,0.0009028466437852016,49,{'model__n_neighbors': 49},0.7303370786516854,0.7153558052434457,0.7368421052631579,0.727511663052763,0.008996388242483635,11,1.0,1.0,1.0,1.0,0.0
0,0.003230492273966471,5.6326133513276256e-05,0.008271535237630209,0.00012426775428776247,1,{'model__n_neighbors': 1},0.704119850187266,0.6554307116104869,0.6992481203007519,0.6862662273661683,0.02189452308928639,13,1.0,1.0,1.0,1.0,0.0
1,0.0032972494761149087,0.0001112425310261049,0.008686065673828125,4.7424326148578324e-05,5,{'model__n_neighbors': 5},0.7415730337078652,0.7191011235955056,0.7406015037593985,0.7337585536875898,0.010371954502035532,7,1.0,1.0,1.0,1.0,0.0
2,0.0033523241678873696,0.0001101920933602565,0.009227673212687174,7.508591410468472e-05,9,{'model__n_neighbors': 9},0.7528089887640449,0.7340823970037453,0.7593984962406015,0.7487632940027972,0.010723866054070785,1,1.0,1.0,1.0,1.0,0.0
3,0.0034772555033365884,3.336289202678069e-05,0.00976268450419108,0.00014545882579012115,13,{'model__n_neighbors': 13},0.7453183520599251,0.7265917602996255,0.7593984962406015,0.7437695362000506,0.013437995974129511,2,1.0,1.0,1.0,1.0,0.0
4,0.0035225550333658853,9.94037430504763e-05,0.009842316309611002,7.641314427016506e-05,17,{'model__n_neighbors': 17},0.7415730337078652,0.7191011235955056,0.7443609022556391,0.73501168651967,0.011307889935284485,4,1.0,1.0,1.0,1.0,0.0
5,0.003441492716471354,8.082971986393269e-05,0.010105768839518229,9.328583716994293e-05,21,{'model__n_neighbors': 21},0.7415730337078652,0.7153558052434457,0.7518796992481203,0.7362695127331437,0.015375179334740767,3,1.0,1.0,1.0,1.0,0.0
6,0.0033844312032063804,9.561215895430728e-06,0.010492881139119467,0.00014573602044458042,25,{'model__n_neighbors': 25},0.7228464419475655,0.7303370786516854,0.7481203007518797,0.7337679404503769,0.010599374013792611,6,1.0,1.0,1.0,1.0,0.0
7,0.003438711166381836,1.908043893617724e-05,0.010642369588216146,0.00012146505626231008,29,{'model__n_neighbors': 29},0.7415730337078652,0.7191011235955056,0.7443609022556391,0.73501168651967,0.011307889935284485,4,1.0,1.0,1.0,1.0,0.0
8,0.0034172534942626953,2.973517164190551e-05,0.010776678721110025,0.0001053897020756644,33,{'model__n_neighbors': 33},0.7415730337078652,0.7116104868913857,0.7368421052631579,0.7300085419541363,0.013151976874377368,9,1.0,1.0,1.0,1.0,0.0
9,0.0033744176228841147,3.3477417435198744e-05,0.011226336161295572,0.00012179749229782523,37,{'model__n_neighbors': 37},0.7415730337078652,0.7116104868913857,0.7406015037593985,0.7312616747862165,0.013901147599356648,8,1.0,1.0,1.0,1.0,0.0
10,0.0033414363861083984,4.517429172345241e-05,0.011549631754557291,0.0004939759220073508,41,{'model__n_neighbors': 41},0.7340823970037453,0.700374531835206,0.7368421052631579,0.7237663447007031,0.016578835489263453,10,1.0,1.0,1.0,1.0,0.0
11,0.003445704778035482,4.3719030676116784e-05,0.011617342631022135,0.0002279198761200631,45,{'model__n_neighbors': 45},0.7265917602996255,0.7078651685393258,0.7368421052631579,0.723766344700703,0.01199730373748528,11,1.0,1.0,1.0,1.0,0.0
12,0.0034552415211995444,5.8932112992967865e-05,0.011762062708536783,9.755202077370909e-05,49,{'model__n_neighbors': 49},0.7303370786516854,0.704119850187266,0.7255639097744361,0.7200069462044625,0.01140162708205577,12,1.0,1.0,1.0,1.0,0.0
0,0.003399372100830078,3.921870884091312e-05,0.00881179173787435,0.0001621790090392568,1,{'model__n_neighbors': 1},0.6853932584269663,0.6629213483146067,0.631578947368421,0.6599645180366647,0.02206886423064379,13,1.0,1.0,1.0,1.0,0.0
1,0.0034177303314208984,1.2256353790700913e-05,0.009026288986206055,6.188451107589792e-05,5,{'model__n_neighbors': 5},0.7191011235955056,0.7153558052434457,0.706766917293233,0.7137412820440615,0.005163214447594148,12,1.0,1.0,1.0,1.0,0.0
2,0.003325223922729492,3.026883257078977e-05,0.00921320915222168,7.760662086431835e-05,9,{'model__n_neighbors': 9},0.7453183520599251,0.7378277153558053,0.7218045112781954,0.7349835262313086,0.009807895999620656,6,1.0,1.0,1.0,1.0,0.0
3,0.003298203150431315,8.272410858803988e-05,0.009389956792195639,5.712180551861422e-05,13,{'model__n_neighbors': 13},0.7378277153558053,0.7453183520599251,0.7293233082706767,0.7374897918954689,0.0065343196867910635,3,1.0,1.0,1.0,1.0,0.0
4,0.003336668014526367,0.00010667857200591777,0.009739160537719727,6.900230757459493e-05,17,{'model__n_neighbors': 17},0.7265917602996255,0.7453183520599251,0.7406015037593985,0.7375038720396496,0.00795268514162046,2,1.0,1.0,1.0,1.0,0.0
5,0.003333409627278646,4.445098279535048e-05,0.0101167360941569,0.00016946002924155855,21,{'model__n_neighbors': 21},0.7228464419475655,0.7340823970037453,0.7293233082706767,0.7287507157406625,0.004604893640479596,10,1.0,1.0,1.0,1.0,0.0
6,0.0034078756968180337,6.202987795366342e-05,0.010339975357055664,8.173713110429716e-05,25,{'model__n_neighbors': 25},0.7191011235955056,0.7453183520599251,0.7406015037593985,0.7350069931382764,0.011410804204971075,5,1.0,1.0,1.0,1.0,0.0
7,0.003318309783935547,4.620196922939147e-05,0.010596354802449545,0.00011530298698954889,29,{'model__n_neighbors': 29},0.700374531835206,0.7340823970037453,0.7481203007518797,0.7275257431969436,0.020035915988008236,11,1.0,1.0,1.0,1.0,0.0
8,0.003519932428995768,4.509592869689153e-05,0.011846065521240234,0.0012539888179531648,33,{'model__n_neighbors': 33},0.7153558052434457,0.7490636704119851,0.7443609022556391,0.7362601259703566,0.014905747792339583,4,1.0,1.0,1.0,1.0,0.0
9,0.003505706787109375,3.66301781923469e-05,0.011270364125569662,0.0002354986949091892,37,{'model__n_neighbors': 37},0.7191011235955056,0.7602996254681648,0.7406015037593985,0.7400007509410229,0.016824581561898547,1,1.0,1.0,1.0,1.0,0.0
10,0.0033981005350748696,3.027717787431355e-05,0.011331558227539062,0.00012256616600716782,41,{'model__n_neighbors': 41},0.7078651685393258,0.7415730337078652,0.7481203007518797,0.7325195009996902,0.01763696418011605,7,1.0,1.0,1.0,1.0,0.0
11,0.0033365090688069663,6.936555820263262e-05,0.011267264684041342,2.7930838016726015e-05,45,{'model__n_neighbors': 45},0.704119850187266,0.7378277153558053,0.7443609022556391,0.7287694892662367,0.017632813403986026,8,1.0,1.0,1.0,1.0,0.0
12,0.0032416184743245444,2.0966681609824984e-05,0.01134634017944336,5.5141566630602674e-05,49,{'model__n_neighbors': 49},0.7153558052434457,0.7303370786516854,0.7406015037593985,0.7287647958848432,0.010366303687550265,9,1.0,1.0,1.0,1.0,0.0
0,0.003286600112915039,3.8713480619598956e-05,0.008471806844075521,0.0001609507695615935,1,{'model__n_neighbors': 1},0.6554307116104869,0.6666666666666666,0.6654135338345865,0.6625036373705799,0.005027411168089757,13,1.0,1.0,1.0,1.0,0.0
1,0.0034454663594563804,0.00010639139505987238,0.008924404780069986,3.283912421008718e-05,5,{'model__n_neighbors': 5},0.704119850187266,0.7078651685393258,0.7180451127819549,0.7100100438361823,0.005883797079667722,12,1.0,1.0,1.0,1.0,0.0
2,0.0033785502115885415,2.3945213511546342e-05,0.009458780288696289,0.0003296128017765495,9,{'model__n_neighbors': 9},0.704119850187266,0.6966292134831461,0.7330827067669173,0.7112772568124431,0.015719110351121147,11,1.0,1.0,1.0,1.0,0.0
3,0.0033626556396484375,1.7034280304084997e-05,0.009570916493733725,0.00018643665518582373,13,{'model__n_neighbors': 13},0.7191011235955056,0.7378277153558053,0.7518796992481203,0.7362695127331437,0.013427080894309521,1,1.0,1.0,1.0,1.0,0.0
4,0.0033233960469563804,5.7641550637518945e-05,0.009937365849812826,0.00010604854348560783,17,{'model__n_neighbors': 17},0.7078651685393258,0.7228464419475655,0.7593984962406015,0.7300367022424976,0.021644026863832055,2,1.0,1.0,1.0,1.0,0.0
5,0.003422975540161133,2.74136442844153e-05,0.010052998860677084,6.007338693032622e-05,21,{'model__n_neighbors': 21},0.7191011235955056,0.7191011235955056,0.7518796992481203,0.7300273154797106,0.015451968747733393,3,1.0,1.0,1.0,1.0,0.0
6,0.003437598546346029,7.105575899470059e-05,0.011635700861612955,0.0016012001648648185,25,{'model__n_neighbors': 25},0.7153558052434457,0.7265917602996255,0.7443609022556391,0.7287694892662367,0.011940987975894952,4,1.0,1.0,1.0,1.0,0.0
7,0.0036073525746663413,0.00011837385745345515,0.011128743489583334,0.00024131802657945562,29,{'model__n_neighbors': 29},0.7191011235955056,0.7153558052434457,0.7330827067669173,0.7225132118686228,0.00762856557916248,7,1.0,1.0,1.0,1.0,0.0
8,0.0035668214162190757,6.716194902278256e-05,0.011002620061238607,0.00015261388265910071,33,{'model__n_neighbors': 33},0.7265917602996255,0.7228464419475655,0.7293233082706767,0.7262538368392892,0.0026549442606386454,5,1.0,1.0,1.0,1.0,0.0
9,0.003452301025390625,0.0001322629440288871,0.011057694753011068,0.00015477514388401745,37,{'model__n_neighbors': 37},0.7340823970037453,0.704119850187266,0.7368421052631579,0.7250147841513898,0.014817842767939975,6,1.0,1.0,1.0,1.0,0.0
10,0.0034177303314208984,8.274212508274302e-05,0.011413256327311197,0.00016043950525462504,41,{'model__n_neighbors': 41},0.7340823970037453,0.7078651685393258,0.7255639097744361,0.7225038251058358,0.010919672025695786,8,1.0,1.0,1.0,1.0,0.0
11,0.003302335739135742,2.7802100813954104e-05,0.011412620544433594,0.0001975235216683513,45,{'model__n_neighbors': 45},0.7228464419475655,0.704119850187266,0.7255639097744361,0.7175100673030892,0.009533086021996689,9,1.0,1.0,1.0,1.0,0.0
12,0.0033573309580485025,3.35892960542518e-05,0.011533737182617188,4.062967855312713e-05,49,{'model__n_neighbors': 49},0.7228464419475655,0.7116104868913857,0.7180451127819549,0.717500680540302,0.004603185589381662,10,1.0,1.0,1.0,1.0,0.0
0,0.003191073735555013,2.2580084221271894e-05,0.00824133555094401,7.828564798076169e-05,1,{'model__n_neighbors': 1},0.700374531835206,0.6666666666666666,0.6654135338345865,0.6774849107788197,0.01619348942327199,13,1.0,1.0,1.0,1.0,0.0
1,0.0031957626342773438,1.8667834722573667e-05,0.008710702260335287,2.7621821080816214e-05,5,{'model__n_neighbors': 5},0.7116104868913857,0.7453183520599251,0.7218045112781954,0.7262444500765021,0.014114763806139055,11,1.0,1.0,1.0,1.0,0.0
2,0.0033044020334879556,9.72939323860879e-05,0.009320815404256185,0.00016477757919954261,9,{'model__n_neighbors': 9},0.7228464419475655,0.7303370786516854,0.7330827067669173,0.7287554091220562,0.0043260095730124635,10,1.0,1.0,1.0,1.0,0.0
3,0.0033772786458333335,5.232417278737253e-05,0.009491364161173502,6.812275205588235e-05,13,{'model__n_neighbors': 13},0.7565543071161048,0.7378277153558053,0.7368421052631579,0.7437413759116893,0.009069041160287955,3,1.0,1.0,1.0,1.0,0.0
4,0.003356377283732096,2.713459947315636e-05,0.0108644167582194,0.0013485595313444522,17,{'model__n_neighbors': 17},0.7602996254681648,0.7265917602996255,0.7518796992481203,0.7462570283386368,0.014324009324030513,1,1.0,1.0,1.0,1.0,0.0
5,0.0033674240112304688,3.270827171485802e-05,0.010211865107218424,0.000161212845788677,21,{'model__n_neighbors': 21},0.7602996254681648,0.7116104868913857,0.7443609022556391,0.7387570048717298,0.020268379367119886,4,1.0,1.0,1.0,1.0,0.0
6,0.003355105717976888,2.508297414227988e-05,0.010264317194620768,0.00015054572152755136,25,{'model__n_neighbors': 25},0.7677902621722846,0.7228464419475655,0.7443609022556391,0.7449992021251631,0.01835378824004358,2,1.0,1.0,1.0,1.0,0.0
7,0.003363927205403646,6.457853281093414e-05,0.010535001754760742,6.348056037475548e-05,29,{'model__n_neighbors': 29},0.7490636704119851,0.7191011235955056,0.7443609022556391,0.7375085654210433,0.013156859883814738,5,1.0,1.0,1.0,1.0,0.0
8,0.003386974334716797,1.7272873466626634e-05,0.010698239008585611,3.9434718072432945e-05,33,{'model__n_neighbors': 33},0.7453183520599251,0.7265917602996255,0.7330827067669173,0.7349976063754893,0.007764081406168309,6,1.0,1.0,1.0,1.0,0.0
9,0.003347317377726237,3.644937609185736e-05,0.010919729868570963,6.541316410946573e-05,37,{'model__n_neighbors': 37},0.7490636704119851,0.7303370786516854,0.7105263157894737,0.7299756882843814,0.015734884335418236,8,1.0,1.0,1.0,1.0,0.0
10,0.003353277842203776,7.503744758000441e-05,0.011300404866536459,0.00015459213796028875,41,{'model__n_neighbors': 41},0.7490636704119851,0.7378277153558053,0.706766917293233,0.7312194343536745,0.017888653097229115,7,1.0,1.0,1.0,1.0,0.0
11,0.003301541010538737,6.691378818075527e-05,0.011532783508300781,3.778213638804964e-05,45,{'model__n_neighbors': 45},0.7565543071161048,0.7153558052434457,0.706766917293233,0.7262256765509277,0.021730341660522623,12,1.0,1.0,1.0,1.0,0.0
12,0.0034107367197672525,5.723414434032301e-05,0.011631965637207031,6.486942659713025e-05,49,{'model__n_neighbors': 49},0.7565543071161048,0.7228464419475655,0.7105263157894737,0.7299756882843814,0.019455309667532228,8,1.0,1.0,1.0,1.0,0.0
0,0.003328243891398112,4.288634156151772e-05,0.008503357569376627,5.63644694500786e-05,1,{'model__n_neighbors': 1},0.6779026217228464,0.6816479400749064,0.6466165413533834,0.6687223677170454,0.01570578495979213,13,1.0,1.0,1.0,1.0,0.0
1,0.0032462279001871743,2.4702384207508092e-05,0.008833487828572592,4.128812017873805e-05,5,{'model__n_neighbors': 5},0.7191011235955056,0.7602996254681648,0.7218045112781954,0.7337350867806219,0.018816360133355574,8,1.0,1.0,1.0,1.0,0.0
2,0.00376280148824056,0.0003642514874226111,0.009874900182088217,0.0007504327784029853,9,{'model__n_neighbors': 9},0.7340823970037453,0.7490636704119851,0.7518796992481203,0.7450085888879503,0.00781105013935748,4,1.0,1.0,1.0,1.0,0.0
3,0.0037833054860432944,0.00019969140254065673,0.010581652323404947,0.0006298866750623016,13,{'model__n_neighbors': 13},0.7415730337078652,0.7565543071161048,0.7443609022556391,0.7474960810265364,0.00650546681272608,2,1.0,1.0,1.0,1.0,0.0
4,0.0034546852111816406,8.767473833050156e-05,0.010210116704305014,0.0003003984740945003,17,{'model__n_neighbors': 17},0.7453183520599251,0.7602996254681648,0.7443609022556391,0.7499929599279097,0.007298387650750596,1,1.0,1.0,1.0,1.0,0.0
5,0.003679354985555013,0.0001836797461145721,0.010956923166910807,0.0007638211007331291,21,{'model__n_neighbors': 21},0.7378277153558053,0.7602996254681648,0.7443609022556391,0.7474960810265364,0.0094381740984368,2,1.0,1.0,1.0,1.0,0.0
6,0.003964424133300781,0.00033001719093388816,0.012216885884602865,0.0008958239475637105,25,{'model__n_neighbors': 25},0.7640449438202247,0.7453183520599251,0.7255639097744361,0.7449757352181953,0.01571168429404188,5,1.0,1.0,1.0,1.0,0.0
7,0.003506342569986979,4.5317233680732655e-05,0.011142253875732422,0.00017978499907708045,29,{'model__n_neighbors': 29},0.7490636704119851,0.7378277153558053,0.7255639097744361,0.7374850985140755,0.009596795549581537,7,1.0,1.0,1.0,1.0,0.0
8,0.0035446484883626304,9.48882648473846e-05,0.01102431615193685,0.0002560801512115226,33,{'model__n_neighbors': 33},0.7490636704119851,0.7378277153558053,0.7293233082706767,0.7387382313461557,0.008084646102088122,6,1.0,1.0,1.0,1.0,0.0
9,0.003423293431599935,2.7761406750841952e-05,0.011279741923014322,0.000224099119327014,37,{'model__n_neighbors': 37},0.7378277153558053,0.7303370786516854,0.7293233082706767,0.7324960340927223,0.0037927168287551567,9,1.0,1.0,1.0,1.0,0.0
10,0.0033833185831705728,3.148108466846018e-05,0.011187553405761719,5.3920915084085715e-05,41,{'model__n_neighbors': 41},0.7303370786516854,0.7191011235955056,0.7180451127819549,0.7224944383430486,0.005562316362066828,12,1.0,1.0,1.0,1.0,0.0
11,0.0033910274505615234,2.96183310716955e-05,0.011372725168863932,5.425348515725644e-05,45,{'model__n_neighbors': 45},0.7340823970037453,0.7153558052434457,0.7293233082706767,0.7262538368392892,0.007947223871277683,11,1.0,1.0,1.0,1.0,0.0
12,0.0033447742462158203,4.504323702391441e-05,0.011560996373494467,8.152156897993802e-05,49,{'model__n_neighbors': 49},0.7415730337078652,0.7153558052434457,0.7255639097744361,0.7274975829085824,0.010790121591257494,10,1.0,1.0,1.0,1.0,0.0
0,0.003847360610961914,0.0003969972663800019,0.009719769159952799,0.0008949182580558365,1,{'model__n_neighbors': 1},0.6741573033707865,0.6554307116104869,0.7105263157894737,0.6800381102569156,0.022873847033761118,13,1.0,1.0,1.0,1.0,0.0
1,0.003315528233846029,3.193642354247027e-05,0.008934338887532553,0.0001285758384905464,5,{'model__n_neighbors': 5},0.7116104868913857,0.7153558052434457,0.7180451127819549,0.7150038016389288,0.002638690646399022,10,1.0,1.0,1.0,1.0,0.0
2,0.0033129056294759116,9.845298528550779e-05,0.009522358576456705,0.0002991671753547714,9,{'model__n_neighbors': 9},0.7116104868913857,0.7602996254681648,0.7255639097744361,0.7324913407113288,0.020471932466611654,6,1.0,1.0,1.0,1.0,0.0
3,0.003362735112508138,7.791737379994656e-05,0.009492317835489908,0.000148981451585047,13,{'model__n_neighbors': 13},0.7191011235955056,0.7677902621722846,0.7330827067669173,0.7399913641782359,0.02046876016856619,3,1.0,1.0,1.0,1.0,0.0
4,0.0032180150349934897,3.865682763104537e-05,0.009852886199951172,0.0002541234133152617,17,{'model__n_neighbors': 17},0.7265917602996255,0.7378277153558053,0.7631578947368421,0.7425257901307577,0.015293233293702886,2,1.0,1.0,1.0,1.0,0.0
5,0.003238677978515625,3.354394920911084e-05,0.010194937388102213,0.00017009750512447805,21,{'model__n_neighbors': 21},0.7378277153558053,0.7490636704119851,0.7518796992481203,0.7462570283386368,0.006070282399986907,1,1.0,1.0,1.0,1.0,0.0
6,0.0034182866414388022,2.8087107341646125e-05,0.010384718577067057,0.00010504863165878168,25,{'model__n_neighbors': 25},0.7303370786516854,0.7228464419475655,0.7443609022556391,0.7325148076182967,0.008917207267447649,5,1.0,1.0,1.0,1.0,0.0
7,0.00338594118754069,3.768438426542402e-05,0.010678847630818685,0.00015481847503179153,29,{'model__n_neighbors': 29},0.7303370786516854,0.7303370786516854,0.7518796992481203,0.7375179521838303,0.010155288738845383,4,1.0,1.0,1.0,1.0,0.0
8,0.0033873716990152993,6.9164221197874e-06,0.011083602905273438,0.0001123237472212879,33,{'model__n_neighbors': 33},0.7191011235955056,0.7228464419475655,0.7406015037593985,0.7275163564341565,0.009378083058636737,7,1.0,1.0,1.0,1.0,0.0
9,0.003492275873819987,4.3223884917662384e-05,0.01136159896850586,0.0002558583513535841,37,{'model__n_neighbors': 37},0.7191011235955056,0.7191011235955056,0.7406015037593985,0.7262679169834699,0.010135376407984929,8,1.0,1.0,1.0,1.0,0.0
10,0.004057407379150391,0.000923353777926098,0.011637369791666666,0.0005061500965726937,41,{'model__n_neighbors': 41},0.7153558052434457,0.7116104868913857,0.7293233082706767,0.7187632001351694,0.007622062943183447,9,1.0,1.0,1.0,1.0,0.0
11,0.003409703572591146,1.6396466310455615e-05,0.011635303497314453,7.271597292235685e-05,45,{'model__n_neighbors': 45},0.700374531835206,0.704119850187266,0.7368421052631579,0.71377882909521,0.01637972085820033,11,1.0,1.0,1.0,1.0,0.0
12,0.0032709439595540366,6.434544023659967e-05,0.01154033342997233,0.00011246355980728328,49,{'model__n_neighbors': 49},0.7116104868913857,0.704119850187266,0.7255639097744361,0.7137647489510291,0.008886039862643734,12,1.0,1.0,1.0,1.0,0.0
0,0.003281195958455404,7.964758738804981e-05,0.008466641108194986,0.00021985255616709508,1,{'model__n_neighbors': 1},0.6891385767790262,0.6779026217228464,0.6541353383458647,0.6737255122825792,0.014592072223395078,13,1.0,1.0,1.0,1.0,0.0
1,0.0033609867095947266,8.025397446508624e-05,0.009199301401774088,0.00013353956833105993,5,{'model__n_neighbors': 5},0.7565543071161048,0.7153558052434457,0.7330827067669173,0.7349976063754893,0.01687363366361964,5,1.0,1.0,1.0,1.0,0.0
2,0.0034401416778564453,0.00018914363630519345,0.009517669677734375,7.921981261983155e-05,9,{'model__n_neighbors': 9},0.7602996254681648,0.7078651685393258,0.7443609022556391,0.7375085654210433,0.021947801080846905,4,1.0,1.0,1.0,1.0,0.0
3,0.0034633477528889975,4.704940961118447e-05,0.009873072306315104,9.284688727032176e-05,13,{'model__n_neighbors': 13},0.7640449438202247,0.7303370786516854,0.7293233082706767,0.741235110247529,0.016134297078106867,2,1.0,1.0,1.0,1.0,0.0
4,0.004026969273885091,0.0005122139066061021,0.011081457138061523,0.0009956048323274626,17,{'model__n_neighbors': 17},0.7528089887640449,0.7303370786516854,0.7518796992481203,0.7450085888879503,0.010381258889965083,1,1.0,1.0,1.0,1.0,0.0
5,0.0033676624298095703,4.3516888118769846e-05,0.010162750879923502,5.266130989661016e-05,21,{'model__n_neighbors': 21},0.7303370786516854,0.7303370786516854,0.7556390977443609,0.7387710850159106,0.011927486185428222,3,1.0,1.0,1.0,1.0,0.0
6,0.003299713134765625,7.057700052812856e-05,0.010144631067911783,0.0002932352311032303,25,{'model__n_neighbors': 25},0.7340823970037453,0.7191011235955056,0.7330827067669173,0.7287554091220562,0.00683879945182993,7,1.0,1.0,1.0,1.0,0.0
7,0.003284454345703125,1.0122733642635763e-05,0.010384956995646158,0.00024984328220617187,29,{'model__n_neighbors': 29},0.7228464419475655,0.7191011235955056,0.7443609022556391,0.7287694892662367,0.011130318103994088,6,1.0,1.0,1.0,1.0,0.0
8,0.003565549850463867,0.0004076751811608336,0.01120607058207194,0.0005633173084105132,33,{'model__n_neighbors': 33},0.7228464419475655,0.7153558052434457,0.7330827067669173,0.7237616513193096,0.007265854643527793,9,1.0,1.0,1.0,1.0,0.0
9,0.003426233927408854,1.1533699840257188e-05,0.011103312174479166,6.46767495335468e-05,37,{'model__n_neighbors': 37},0.7303370786516854,0.7116104868913857,0.7330827067669173,0.7250100907699961,0.009541022185438404,8,1.0,1.0,1.0,1.0,0.0
10,0.0032520294189453125,3.151637512744382e-05,0.01108098030090332,0.00016753923098875893,41,{'model__n_neighbors': 41},0.7340823970037453,0.704119850187266,0.7293233082706767,0.7225085184872292,0.013147105455241555,10,1.0,1.0,1.0,1.0,0.0
11,0.003326972325642904,1.3443839043801944e-05,0.01139505704243978,5.2681455127311624e-05,45,{'model__n_neighbors': 45},0.7228464419475655,0.7078651685393258,0.7218045112781954,0.7175053739216956,0.006829913359169704,11,1.0,1.0,1.0,1.0,0.0
12,0.0034106572469075522,5.262603718687711e-05,0.01180426279703776,0.00012070925434312959,49,{'model__n_neighbors': 49},0.7153558052434457,0.700374531835206,0.7218045112781954,0.712511616118949,0.008976935763895747,12,1.0,1.0,1.0,1.0,0.0
0,0.003344456354777018,4.921378894875059e-05,0.008600870768229166,0.0001723721075511939,1,{'model__n_neighbors': 1},0.704119850187266,0.6404494382022472,0.7180451127819549,0.6875381337238227,0.033778564889838,13,1.0,1.0,1.0,1.0,0.0
1,0.0033339659372965493,2.001043913377189e-05,0.00893696149190267,5.9845860142765946e-05,5,{'model__n_neighbors': 5},0.7565543071161048,0.6853932584269663,0.7180451127819549,0.7199975594416754,0.029084162340854584,11,1.0,1.0,1.0,1.0,0.0
2,0.0035500526428222656,0.00019701522283957327,0.00955526034037272,7.872299238311252e-05,9,{'model__n_neighbors': 9},0.7677902621722846,0.7191011235955056,0.7706766917293233,0.7525226924990379,0.023661978219316343,2,1.0,1.0,1.0,1.0,0.0
3,0.003428300221761068,0.00014055543095201607,0.009545008341471354,0.00011573731632800069,13,{'model__n_neighbors': 13},0.7790262172284644,0.7453183520599251,0.7631578947368421,0.7625008213417438,0.013769019636851797,1,1.0,1.0,1.0,1.0,0.0
4,0.0033200581868489585,5.381515712131021e-05,0.009729623794555664,5.503700667964e-05,17,{'model__n_neighbors': 17},0.7490636704119851,0.7528089887640449,0.7518796992481203,0.7512507861413834,0.0015923779202685262,3,1.0,1.0,1.0,1.0,0.0
5,0.0034252802530924478,6.552458965650099e-05,0.010321617126464844,0.00026504304753157635,21,{'model__n_neighbors': 21},0.7602996254681648,0.7528089887640449,0.7330827067669173,0.7487304403330423,0.011479433315734802,4,1.0,1.0,1.0,1.0,0.0
6,0.004996935526529948,0.0017448529161347398,0.0144500732421875,0.002851362734718773,25,{'model__n_neighbors': 25},0.7528089887640449,0.7453183520599251,0.7368421052631579,0.7449898153623761,0.006522591226087584,5,1.0,1.0,1.0,1.0,0.0
7,0.0036776065826416016,9.85752468389227e-05,0.011166572570800781,7.567627540386261e-05,29,{'model__n_neighbors': 29},0.7565543071161048,0.7265917602996255,0.7180451127819549,0.7337303933992284,0.016511805351816032,8,1.0,1.0,1.0,1.0,0.0
8,0.003662586212158203,2.941226009398717e-05,0.011524279912312826,9.370878059146205e-05,33,{'model__n_neighbors': 33},0.7378277153558053,0.7378277153558053,0.7255639097744361,0.7337397801620155,0.005781213393159724,7,1.0,1.0,1.0,1.0,0.0
9,0.003729740778605143,9.506103516286984e-05,0.011801004409790039,5.662261391175674e-05,37,{'model__n_neighbors': 37},0.7453183520599251,0.7340823970037453,0.7255639097744361,0.7349882196127022,0.008090112625991994,6,1.0,1.0,1.0,1.0,0.0
10,0.003576993942260742,1.9159718134750787e-05,0.011895418167114258,0.00013034455143822262,41,{'model__n_neighbors': 41},0.7453183520599251,0.7303370786516854,0.7218045112781954,0.7324866473299353,0.009719076129071063,9,1.0,1.0,1.0,1.0,0.0
11,0.003565629323323568,5.923325013894475e-05,0.011876980463663736,0.00019314086199569058,45,{'model__n_neighbors': 45},0.7340823970037453,0.7228464419475655,0.7180451127819549,0.724991317244422,0.0067205648984749525,10,1.0,1.0,1.0,1.0,0.0
